,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
705,Lighthouse,"4 Hazelwood AveWesthampton Beach, NY 11978","[Vegan,, Vegetarian]",$$,4.5 star rating,291 reviews,https://www.yelp.com/biz/biz/lighthouse-brooklyn-2,"384 S 2nd Street, Brooklyn, NY 11211"
706,Modern Love Brooklyn,"280 Montauk HwyWesthampton Beach, NY 11978","[Mediterranean,, Middle, Eastern]",$,4.5 star rating,242 reviews,https://www.yelp.com/biz/biz/modern-love-brooklyn-brooklyn-2,"384 S 2nd Street, Brooklyn, NY 11211"
707,Dar 525,"33 St Marks PlNew York, NY 10003",[Cupcakes],$,4.5 star rating,100 reviews,https://www.yelp.com/biz/biz/dar-525-brooklyn,"384 S 2nd Street, Brooklyn, NY 11211"
708,Brooklyn Cupcake,"230 E 9th StNew York, NY 10003","[American, (New),, Cocktail, Bars,, Diners]",$$,4.5 star rating,65 reviews,https://www.yelp.com/biz/biz/brooklyn-cupcake-brooklyn,"384 S 2nd Street, Brooklyn, NY 11211"
709,The Regal,"30 St Marks PlNew York, NY 10003","[Desserts,, Coffee, &, Tea]",$,4.5 star rating,47 reviews,https://www.yelp.com/biz/biz/the-regal-brooklyn,"384 S 2nd Street, Brooklyn, NY 11211"
710,ReConnect Cafe,"240 E 9th StNew York, NY 10003","[American, (New),, Juice, Bars, &, Smoothies]",$$,4.5 star rating,32 reviews,https://www.yelp.com/biz/biz/reconnect-cafe-brooklyn-2,"962 Myrtle Avenue, Brooklyn, NY 11206"
711,Brooklyn Blend,"25 St Marks PlNew York, NY 10003","[Coffee, &, Tea]",$$,4.0 star rating,55 reviews,https://www.yelp.com/biz/biz/brooklyn-blend-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
712,Marcy & Myrtle Cafe,"21 St Marks PlNew York, NY 10003","[Coffee, &, Tea]",$$,4.0 star rating,19 reviews,https://www.yelp.com/biz/biz/marcy-and-myrtle-cafe-bedford-stuyvesant,"962 Myrtle Avenue, Brooklyn, NY 11206"
713,Burly Coffee,"33 St Marks PlNew York, NY 10003",[Movers],$,4.0 star rating,42 reviews,https://www.yelp.com/biz/biz/burly-coffee-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
714,365 Movers,"13 St Marks PlNew York, NY 10003",[Mexican],$,4.5 star rating,135 reviews,https://www.yelp.com/biz/biz/365-movers-new-york,"962 Myrtle Avenue, Brooklyn, NY 11206"
715,Taqueria La Placita Puebla,"138 2nd AveNew York, NY 10003",[Ramen],$,4.0 star rating,35 reviews,https://www.yelp.com/biz/biz/taqueria-la-placita-puebla-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
716,Samurai Papa,"218 E 9th StNew York, NY 10003",[Chinese],$,4.0 star rating,17 reviews,https://www.yelp.com/biz/biz/samurai-papa-brooklyn-2,"962 Myrtle Avenue, Brooklyn, NY 11206"
717,U Like,"195 Commack RdCommack, NY 11725","[Dry, Cleaning, &, Laundry,, Sewing, &, Alterations]",$$,4.0 star rating,182 reviews,https://www.yelp.com/biz/biz/u-like-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
718,King Organic Wet Cleaners,"211 Commack RdCommack, NY 11725","[American, (New),, Bars,, Cafes]",$,4.5 star rating,93 reviews,https://www.yelp.com/biz/biz/king-organic-wet-cleaners-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
719,Skytown,"169G Commack RdCommack, NY 11725",[Bars],$$,4.0 star rating,293 reviews,https://www.yelp.com/biz/biz/skytown-brooklyn,"962 Myrtle Avenue, Brooklyn, NY 11206"
730,Charter Coffeehouse,"500 Rt 303Orangeburg, NY 10962","[Wine, Bars,, Tapas, Bars]",$$,4.5 star rating,120 reviews,https://www.yelp.com/biz/biz/charter-coffeehouse-williamsburg,"300 Graham Avenue, Brooklyn, NY 11211"
731,Tuffet: Cheese/Meat/Bar,"20 A Mountainview AveOrangeburg, NY 10962",[Barbers],$,3.5 star rating,357 reviews,https://www.yelp.com/biz/biz/tuffet-cheese-meat-bar-brooklyn,"300 Graham Avenue, Brooklyn, NY 11211"
732,Barber Room 306,"15 Kings HwyOrangeburg, NY 10962",[Thai],$$,3.5 star rating,159 reviews,https://www.yelp.com/biz/biz/barber-room-306-brooklyn,"300 Graham Avenue, Brooklyn, NY 11211"
733,Sage,"523 Rt 303Orangeburg, NY 10962",[Burgers],$,4.5 star rating,114 reviews,https://www.yelp.com/biz/biz/sage-brooklyn,"300 Graham Avenue, Brooklyn, NY 11211"
734,Action Burger,"17 W Prospect AvenueMount Vernon, NY 10550","[Russian,, Gastropubs,, Beer, Bar]",$$,4.5 star rating,142 reviews,https://www.yelp.com/biz/biz/action-burger-brooklyn-3,"300 Graham Avenue, Brooklyn, NY 11211"
735,Masha and The Bear,"65 Gramatan AveMount Vernon, NY 10550","[American, (New),, Gluten-Free,, Vegetarian]",$,5.0 star rating,56 reviews,https://www.yelp.com/biz/biz/masha-and-the-bear-brooklyn,"300 Graham Avenue, Brooklyn, NY 11211"
736,AWOL Eatery,"9A Gramatan AveMount Vernon, NY 10550","[Keys, &, Locksmiths,, Security, Systems]",$$,3.5 star rating,166 reviews,https://www.yelp.com/biz/biz/awol-eatery-brooklyn,"300 Graham Avenue, Brooklyn, NY 11211"
737,Graham Locksmith Co.,"30 W Lincoln AveMount Vernon, NY 10550","[Bakeries,, Mexican,, Diners]",$$,4.0 star rating,97 reviews,https://www.yelp.com/biz/biz/graham-locksmith-co-williamsburg,"300 Graham Avenue, Brooklyn, NY 11211"
738,Grand Morelos,"96 Gramatan AveMount Vernon, NY 10550","[Cocktail, Bars,, Salad,, Sandwiches]",$$,5.0 star rating,86 reviews,https://www.yelp.com/biz/biz/grand-morelos-brooklyn-2,"300 Graham Avenue, Brooklyn, NY 11211"
739,Ba’sik,"2 S 6th AveMount Vernon, NY 10550","[American, (New),, American, (Traditional),, Asian, Fusion]",$$,3.5 star rating,27 reviews,https://www.yelp.com/biz/biz/basik-brooklyn-2,"300 Graham Avenue, Brooklyn, NY 11211"
820,Petee’s Pie Company,"251 Wilson AveBushwick, NY 11237","[Coffee, &, Tea,, Breakfast, &, Brunch,, Bagels]",$,4.0 star rating,351 reviews,https://www.yelp.com/biz/biz/petees-pie-company-new-york,"55 Delancey Street, New York, NY 10002"
821,Round K,"159 Central AveBushwick, NY 11221",[Japanese],$$,4.5 star rating,58 reviews,https://www.yelp.com/biz/biz/round-k-new-york,"55 Delancey Street, New York, NY 10002"
822,Cocoron,"336 Knickerbocker AveBrooklyn, NY 11237",[Bars],$$,4.5 star rating,291 reviews,https://www.yelp.com/biz/biz/cocoron-new-york-3,"55 Delancey Street, New York, NY 10002"
823,Attaboy,"280 Knickerbocker AveBrooklyn, NY 11237","[Coffee, &, Tea,, Sandwiches,, Salad]",$$,4.5 star rating,310 reviews,https://www.yelp.com/biz/biz/attaboy-new-york,"55 Delancey Street, New York, NY 10002"
824,Berkli Parc Cafe,"141 Wilson AveBrooklyn, NY 11237","[Asian, Fusion,, Bars,, Diners]",$,4.0 star rating,291 reviews,https://www.yelp.com/biz/biz/berkli-parc-cafe-new-york,"55 Delancey Street, New York, NY 10002"
825,Doka Square,"82 Central AveBrooklyn, NY 11206",[Chinese],$,4.0 star rating,236 reviews,https://www.yelp.com/biz/biz/doka-square-new-york,"55 Delancey Street, New York, NY 10002"
826,Shu Jiao Fu Zhou Cuisine Restaurant,"84 Central AveBrooklyn, NY 11206","[Mexican,, Vietnamese,, Asian, Fusion]",$,4.5 star rating,121 reviews,https://www.yelp.com/biz/biz/shu-jiao-fu-zhou-cuisine-restaurant-new-york,"55 Delancey Street, New York, NY 10002"
827,goa taco,"108 Central AveBrooklyn, NY 11206","[Bars,, American, (New)]",$,4.0 star rating,165 reviews,https://www.yelp.com/biz/biz/goa-taco-new-york,"55 Delancey Street, New York, NY 10002"
828,Hill and Dale,"128 Central AveBrooklyn, NY 11221","[Colombian,, Empanadas]",$$,4.0 star rating,239 reviews,https://www.yelp.com/biz/biz/hill-and-dale-new-york,"55 Delancey Street, New York, NY 10002"
829,Empanada Mama L.E.S,"69 Central AveBrooklyn, NY 11206","[Mediterranean,, Cafes]",$$,5.0 star rating,115 reviews,https://www.yelp.com/biz/biz/empanada-mama-l-e-s-new-york,"55 Delancey Street, New York, NY 10002"
830,Cafe Tarantin,"146 Evergreen AveBrooklyn, NY 11206",[Japanese],$,3.5 star rating,197 reviews,https://www.yelp.com/biz/biz/cafe-tarantin-new-york,"302 W 39th Street, New York, NY 10018"
831,Aya Sushi,"143 Troutman St.Bushwick, NY 11206","[American, (New),, Irish,, Irish, Pub]",$$,4.0 star rating,1167 reviews,https://www.yelp.com/biz/biz/aya-sushi-new-york,"302 W 39th Street, New York, NY 10018"
832,Tír na Nóg,"159 Central AveBushwick, NY 11221","[Electronics, Repair,, Mobile, Phone, Repair]",$,3.5 star rating,39 reviews,https://www.yelp.com/biz/biz/t%C3%ADr-na-n%C3%B3g-new-york-7,"302 W 39th Street, New York, NY 10018"
833,iPhone Doc NYC Repair,"101 Wilson AveBrooklyn, NY 11237","[Japanese,, Soup]",$,4.0 star rating,201 reviews,https://www.yelp.com/biz/biz/iphone-doc-nyc-repair-new-york,"302 W 39th Street, New York, NY 10018"
834,Tabata Ramen,"17 Wilson AveBrooklyn, NY 11237",[Japanese],$,4.0 star rating,26 reviews,https://www.yelp.com/biz/biz/tabata-ramen-new-york-3,"302 W 39th Street, New York, NY 10018"
835,Go! Go! Curry!,"308 Hooper StBrooklyn, NY 11211","[Beer, Bar]",$,4.5 star rating,140 reviews,https://www.yelp.com/biz/biz/go-go-curry-new-york,"302 W 39th Street, New York, NY 10018"
836,Rattle N Hum West,"9 Meserole StBrooklyn, NY 11206","[Middle, Eastern,, Mediterranean,, Vegetarian]",$$,4.0 star rating,83 reviews,https://www.yelp.com/biz/biz/rattle-n-hum-west-new-york,"302 W 39th Street, New York, NY 10018"
837,The Hummus & Pita,"367 BroadwayBrooklyn, NY 11211",[Dominican],$,4.0 star rating,494 reviews,https://www.yelp.com/biz/biz/the-hummus-and-pita-new-york-3,"302 W 39th Street, New York, NY 10018"
838,Cafe Mofongo,"351 BroadwayBrooklyn, NY 11211","[Coffee, &, Tea,, Cafes]",$$,4.5 star rating,13 reviews,https://www.yelp.com/biz/biz/cafe-mofongo-new-york,"302 W 39th Street, New York, NY 10018"
839,Ramini Espresso Bar & Cafe,"384 BroadwayBrooklyn, NY 11211","[Latin, American,, Steakhouses]",$,4.5 star rating,61 reviews,https://www.yelp.com/biz/biz/ramini-espresso-bar-and-cafe-new-york,"302 W 39th Street, New York, NY 10018"
850,Natural Blend,"525A Throop AveBrooklyn, NY 11221",[Bars],$,3.5 star rating,33 reviews,https://www.yelp.com/biz/biz/natural-blend-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
851,Covenhoven,"397 Tompkins AveBedford-Stuyvesant, NY 11216","[Cheese, Shops,, Vegan,, Sandwiches]",$,4.0 star rating,260 reviews,https://www.yelp.com/biz/biz/covenhoven-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
852,Riverdel,"415 Tompkins AveBrooklyn, NY 11221",[Caribbean],$,4.5 star rating,91 reviews,https://www.yelp.com/biz/biz/riverdel-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
853,The Islands,"1084 Flushing AveBrooklyn, NY 11237",[Pizza],$,4.5 star rating,195 reviews,https://www.yelp.com/biz/biz/the-islands-brooklyn-2,"766 Classon Avenue, Brooklyn, NY 11238"
854,Holy Moly,"52 Harrison PlEast Williamsburg, NY 11237","[Italian,, Wine, Bars,, Cocktail, Bars]",$$,4.0 star rating,974 reviews,https://www.yelp.com/biz/biz/holy-moly-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
855,Bar Corvo,"1037 Flushing AveBrooklyn, NY 11237",[Vietnamese],$,4.0 star rating,78 reviews,https://www.yelp.com/biz/biz/bar-corvo-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
856,Banh Mi Place,"1045 Flushing AveBrooklyn, NY 11237","[Sandwiches,, Vegetarian,, American, (Traditional)]",$$,4.5 star rating,78 reviews,https://www.yelp.com/biz/biz/banh-mi-place-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
857,Mrs. Dorsey’s Kitchen,"146 Knickerbocker AveBrooklyn, NY 11237","[Diners,, American, (Traditional),, Breakfast, &, Brunch]",$$,4.0 star rating,338 reviews,https://www.yelp.com/biz/biz/mrs-dorseys-kitchen-brooklyn-2,"766 Classon Avenue, Brooklyn, NY 11238"
858,Tom’s,"17 Wilson AveBrooklyn, NY 11237","[Lounges,, Hookah, Bars]",$$,5.0 star rating,31 reviews,https://www.yelp.com/biz/biz/toms-brooklyn,"766 Classon Avenue, Brooklyn, NY 11238"
859,Eve’s Lounge,"1077 Flushing AveBrooklyn, NY 11237",[Thai],$$,3.5 star rating,300 reviews,https://www.yelp.com/biz/biz/eves-lounge-brooklyn-2,"766 Classon Avenue, Brooklyn, NY 11238"
860,Malii,"112 Harrison PlBrooklyn, NY 11237","[Mexican,, Latin, American]",$,4.0 star rating,71 reviews,https://www.yelp.com/biz/biz/malii-new-york,"2029 2031 First Avenue, New York, NY 10029"
861,Café Ollin,"1050 Flushing AveBrooklyn, NY 11237","[Coffee, &, Tea,, Breakfast, &, Brunch,, Sandwiches]",$,4.0 star rating,5 reviews,https://www.yelp.com/biz/biz/caf%C3%A9-ollin-new-york-3,"2029 2031 First Avenue, New York, NY 10029"
862,Dear Mama,"43 Bogart StBrooklyn, NY 11206","[Burgers,, Sandwiches]",$$,4.5 star rating,204 reviews,https://www.yelp.com/biz/biz/dear-mama-east-harlem,"2029 2031 First Avenue, New York, NY 10029"
863,Milk Burger,"28 Warburton AveYonkers, NY 10701",[Mexican],$,4.5 star rating,206 reviews,https://www.yelp.com/biz/biz/milk-burger-new-york,"2029 2031 First Avenue, New York, NY 10029"
864,Lupita’s Restaurant,"22 Warburton AveYonkers, NY 10701","[Breakfast, &, Brunch,, Caterers]",$$,3.5 star rating,31 reviews,https://www.yelp.com/biz/biz/lupitas-restaurant-new-york-2,"2029 2031 First Avenue, New York, NY 10029"
865,The Garden Gourmet,"10 Warburton AveYonkers, NY 10701","[Latin, American,, Mexican]",$$,3.5 star rating,9 reviews,https://www.yelp.com/biz/biz/the-garden-gourmet-new-york,"2029 2031 First Avenue, New York, NY 10029"
866,Cascalote Latin Bistro,"2 Hudson StYonkers, NY 10701",[Movers],$$,4.5 star rating,67 reviews,https://www.yelp.com/biz/biz/cascalote-latin-bistro-new-york,"2029 2031 First Avenue, New York, NY 10029"
867,S&D Moving & Storage,"23 Main StYonkers, NY 10701","[Latin, American,, Caribbean]",$$,3.5 star rating,60 reviews,https://www.yelp.com/biz/biz/s-and-d-moving-and-storage-new-york,"2029 2031 First Avenue, New York, NY 10029"
868,Cafe Con Leche,"46 Warburton AveYonkers, NY 10701",[Chinese],$$,3.5 star rating,17 reviews,https://www.yelp.com/biz/biz/cafe-con-leche-new-york-4,"2029 2031 First Avenue, New York, NY 10029"
869,Happy Wok,"24 Main StYonkers, NY 10701","[Japanese,, Sushi, Bars,, Korean]",$$,3.0 star rating,7 reviews,https://www.yelp.com/biz/biz/happy-wok-new-york,"2029 2031 First Avenue, New York, NY 10029"
890,Wing Cheong Restaurant,"105 Norman AveBrooklyn, NY 11222","[Bars,, Cafes,, Bakeries]",$$,4.5 star rating,122 reviews,https://www.yelp.com/biz/biz/wing-cheong-restaurant-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
891,A Gusto,"726 Manhattan AveGreenpoint, NY 11222","[Cafes,, Coffee, &, Tea,, Breakfast, &, Brunch]",$$,4.0 star rating,17 reviews,https://www.yelp.com/biz/biz/a-gusto-bedford-stuyvesant-2?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
892,Cozy Coffee Corp,"727 Manhattan AveBrooklyn, NY 11222","[Cocktail, Bars]",$$,3.5 star rating,15 reviews,https://www.yelp.com/biz/biz/cozy-coffee-corp-brooklyn-3?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
893,Lovers Rock,"718 A Manhattan AveBrooklyn, NY 11222","[Bakeries,, Trinidadian]",$$,4.5 star rating,24 reviews,https://www.yelp.com/biz/biz/lovers-rock-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
894,A&A Bake & Doubles Shop,"732 Manhattan AvenueBrooklyn, NY 11222",[Seafood],$$$,4.5 star rating,301 reviews,https://www.yelp.com/biz/biz/a-and-a-bake-and-doubles-shop-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
895,New Ocean King Seafood,"745 Manhattan AveBrooklyn, NY 11222",[Pizza],$$,4.0 star rating,739 reviews,https://www.yelp.com/biz/biz/new-ocean-king-seafood-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
896,King Pizza & Fried Chicken,"699 Manhattan AveBrooklyn, NY 11222","[New, Mexican, Cuisine]",$$,4.5 star rating,38 reviews,https://www.yelp.com/biz/biz/king-pizza-and-fried-chicken-brooklyn-2?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
897,El Jeffe,"159 Grand StBrooklyn, NY 11249","[Delis,, Sandwiches]",$,4.0 star rating,120 reviews,https://www.yelp.com/biz/biz/el-jeffe-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
898,David’s Brisket House,"300 Bedford AveBrooklyn, NY 11211",[Southern],$,4.5 star rating,24 reviews,https://www.yelp.com/biz/biz/davids-brisket-house-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
899,Peaches HotHouse,"298 Bedford AveBrooklyn, NY 11211","[Bars,, Coffee, &, Tea]",$$,4.5 star rating,34 reviews,https://www.yelp.com/biz/biz/peaches-hothouse-brooklyn?search_key=13143,"1407 Fulton Street, Brooklyn, NY 11216"
900,Dweebs,"152 Metropolitan AveBrooklyn, NY 11211","[American, (New),, Sandwiches,, Bars]",$$$,3.5 star rating,12 reviews,https://www.yelp.com/biz/biz/dweebs-brooklyn,"190 Wilson Avenue, Brooklyn, NY 11237"
901,The Wheelhouse,"161 Grand StreetBrooklyn, NY 11249","[Cafes,, Music, Venues,, Bars]",$,4.5 star rating,30 reviews,https://www.yelp.com/biz/biz/the-wheelhouse-brooklyn-2,"190 Wilson Avenue, Brooklyn, NY 11237"
902,Bushwick Public House,"115 Grand StBrooklyn, NY 11249","[Bookstores,, Bars,, Coffee, &, Tea]",$,4.5 star rating,88 reviews,https://www.yelp.com/biz/biz/bushwick-public-house-bushwick,"190 Wilson Avenue, Brooklyn, NY 11237"
903,Molasses Books,"185 Grand StBrooklyn, NY 11211",[Chinese],$$,4.5 star rating,92 reviews,https://www.yelp.com/biz/biz/molasses-books-brooklyn,"190 Wilson Avenue, Brooklyn, NY 11237"
904,Happy Garden Chinese Restaurant,"135 Grand StBrooklyn, NY 11249","[Coffee, &, Tea,, Bagels,, Juice, Bars, &, Smoothies]",$,4.5 star rating,101 reviews,https://www.yelp.com/biz/biz/happy-garden-chinese-restaurant-brooklyn-4,"190 Wilson Avenue, Brooklyn, NY 11237"
905,IC Brooklyn Cafe,"287 Bedford AveBrooklyn, NY 11211","[Bars,, American, (New),, Spanish]",$$,4.5 star rating,122 reviews,https://www.yelp.com/biz/biz/ic-brooklyn-cafe-bushwick,"190 Wilson Avenue, Brooklyn, NY 11237"
906,Maite,"130 Grand StWilliamsburg, NY 11249",[Pizza],$$,4.5 star rating,74 reviews,https://www.yelp.com/biz/biz/maite-bushwick-2,"190 Wilson Avenue, Brooklyn, NY 11237"
907,Tony’s Pizza,"135 N 5th StBrooklyn, NY 11211",[Lebanese],$,4.5 star rating,57 reviews,https://www.yelp.com/biz/biz/tonys-pizza-brooklyn-5,"190 Wilson Avenue, Brooklyn, NY 11237"
908,Ali’s Restaurant,"142 N 5th StBrooklyn, NY 11211",[Mexican],$,4.0 star rating,92 reviews,https://www.yelp.com/biz/biz/alis-restaurant-brooklyn-3,"190 Wilson Avenue, Brooklyn, NY 11237"
909,El Kucho Mexican Restaurant,"218 Bedford AveBrooklyn, NY 11211","[Coffee, &, Tea,, Internet, Cafes]",$,4.5 star rating,138 reviews,https://www.yelp.com/biz/biz/el-kucho-mexican-restaurant-brooklyn,"190 Wilson Avenue, Brooklyn, NY 11237"
940,Bunna Cafe,"2 Harrison StNew York, NY 10013","[American, (New),, Beer, Bar,, Gastropubs]",$,4.0 star rating,165 reviews,https://www.yelp.com/biz/biz/bunna-cafe-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
941,Lantern Hall,"77 Hudson StNew York, NY 10013","[Bars,, American, (New)]",$$,4.5 star rating,51 reviews,https://www.yelp.com/biz/biz/lantern-hall-east-williamsburg,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
942,The Narrows,"165 Duane StNew York, NY 10013",[Noodles],$,3.0 star rating,137 reviews,https://www.yelp.com/biz/biz/the-narrows-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
943,King Noodle,"163 Duane StNew York, NY 10013","[Burgers,, American, (Traditional),, Hot, Dogs]",$$,4.0 star rating,145 reviews,https://www.yelp.com/biz/biz/king-noodle-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
944,Burger It Up,"81 Hudson StNew York, NY 10013","[Coffee, &, Tea,, Breakfast, &, Brunch,, Salad]",$$,3.5 star rating,142 reviews,https://www.yelp.com/biz/biz/burger-it-up-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
945,Your Way Cafe,"99 Hudson StNew York, NY 10013","[Asian, Fusion,, Japanese,, Thai]",$$$,4.0 star rating,579 reviews,https://www.yelp.com/biz/biz/your-way-cafe-brooklyn-2,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
946,Tomo Japanese Fusion,"24 Harrison StNew York, NY 10013","[Vietnamese,, Wine, Bars]",$$,4.5 star rating,21 reviews,https://www.yelp.com/biz/biz/tomo-japanese-fusion-brooklyn-2,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
947,Falansai,"184 Duane StNew York, NY 10013",[Mexican],$$,4.0 star rating,90 reviews,https://www.yelp.com/biz/biz/falansai-brooklyn-2,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
948,Taqueria El Fogon,"363 Greenwich StNew York, NY 10013","[Japanese,, Sushi, Bars,, Asian, Fusion]",$,3.5 star rating,66 reviews,https://www.yelp.com/biz/biz/taqueria-el-fogon-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
949,Momo Sushi Shack,"361 Greenwich StNew York, NY 10013","[Sandwiches,, Burgers,, Fast, Food]",$,4.0 star rating,92 reviews,https://www.yelp.com/biz/biz/momo-sushi-shack-brooklyn,"106 Knickerbocker Avenue, Brooklyn, NY 11237"
960,Sip Sak,"23316 Hillside AveQueens Village, NY 11427","[Sushi, Bars,, Japanese,, Seafood]",$$,4.0 star rating,191 reviews,https://www.yelp.com/biz/biz/sip-sak-new-york,"926 2nd Avenue, New York, NY 10022"
961,Sakanaya,"235-20 Hillside AveQueens Village, NY 11427",[French],$,3.5 star rating,112 reviews,https://www.yelp.com/biz/biz/sakanaya-new-york,"926 2nd Avenue, New York, NY 10022"
962,Matisse,"220-20 Hillside AveQueens Village, NY 11427",[Ramen],$$$$,4.0 star rating,513 reviews,https://www.yelp.com/biz/biz/matisse-new-york-2,"926 2nd Avenue, New York, NY 10022"
963,Nishida Sho-ten,"22219 Braddock AveQueens Village, NY 11428","[Sushi, Bars,, Japanese]",$$,4.0 star rating,434 reviews,https://www.yelp.com/biz/biz/nishida-sho-ten-new-york-2,"926 2nd Avenue, New York, NY 10022"
964,Yama 49,"22270 Braddock AveQueens Village, NY 11428",[Thai],$$$$,3.5 star rating,93 reviews,https://www.yelp.com/biz/biz/yama-49-new-york,"926 2nd Avenue, New York, NY 10022"
965,Peak Thai Restaurant,"236-03 Braddock AveQueens, NY 11426","[Italian,, Wine, Bars]",$$$$,5.0 star rating,95 reviews,https://www.yelp.com/biz/biz/peak-thai-restaurant-new-york,"926 2nd Avenue, New York, NY 10022"
966,Sofia Wine Bar,"9109 Springfield BlvdQueens Village, NY 11413",[Seafood],$,4.0 star rating,24 reviews,https://www.yelp.com/biz/biz/sofia-wine-bar-new-york,"926 2nd Avenue, New York, NY 10022"
967,Crave Fishbar,"9111 Springfield BlvdQueens Village, NY 11428","[Pubs,, Irish,, Sports, Bars]",$$$,5.0 star rating,3 reviews,https://www.yelp.com/biz/biz/crave-fishbar-new-york,"926 2nd Avenue, New York, NY 10022"
968,The Press Box,"23609 Braddock AveBellerose, NY 11426","[Bikes,, Bike, Repair/Maintenance]",$$,3.5 star rating,8 reviews,https://www.yelp.com/biz/biz/the-press-box-new-york,"926 2nd Avenue, New York, NY 10022"
969,Kickstand Bicycles,"233-12 Hillside AveQueens Village, NY 11427","[American, (New),, Chinese,, Breakfast, &, Brunch]",$$,5.0 star rating,15 reviews,https://www.yelp.com/biz/biz/kickstand-bicycles-new-york,"926 2nd Avenue, New York, NY 10022"
970,Hardee’s,"82 Boniface DrPine Bush, NY 12566",[Restaurants],$$$$,5.0 star rating,16 reviews,https://www.yelp.com/biz/biz/hardees-crown-heights,"187 Utica Avenue, Brooklyn, NY 11213"
971,Ayana’s Restaurant,"70 Boniface DrPine Bush, NY 12566","[Spanish,, Coffee, &, Tea]",$$$,3.0 star rating,106 reviews,https://www.yelp.com/biz/biz/ayanas-restaurant-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
972,Primitos Coffe Shop,"70 Boniface DrPine Bush, NY 12566","[Pet, Boarding/Pet, Sitting,, Pet, Training,, Dog, Walkers]",$,5.0 star rating,8 reviews,https://www.yelp.com/biz/biz/primitos-coffe-shop-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
973,Wolfie’s Place,"100 Main StreetPine Bush, NY 12566","[Dance, Studios]",$$,4.5 star rating,32 reviews,https://www.yelp.com/biz/biz/wolfies-place-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
974,Fit4Dance,"95 Boniface DrPine Bush, NY 12566",[Caribbean],$,5.0 star rating,25 reviews,https://www.yelp.com/biz/biz/fit4dance-crown-heights,"187 Utica Avenue, Brooklyn, NY 11213"
975,O’s Grill Spot,"35 Boniface DrPine Bush, NY 12566",[Tattoo],$$,4.0 star rating,13 reviews,https://www.yelp.com/biz/biz/os-grill-spot-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
976,Kartel Studio,"Boniface DrPine Bush, NY 12566","[Bakeries,, Caribbean]",$$,4.0 star rating,320 reviews,https://www.yelp.com/biz/biz/kartel-studio-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
977,Tropical House Baking,"66 Main StPine Bush, NY 12566","[IT, Services, &, Computer, Repair,, Web, Design,, Security, Systems]",$,5.0 star rating,24 reviews,https://www.yelp.com/biz/biz/tropical-house-baking-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
978,Short Circuited Computer Services,"76 Boniface DrPine Bush, NY 12566","[American, (Traditional),, Caribbean]",$$,4.0 star rating,76 reviews,https://www.yelp.com/biz/biz/short-circuited-computer-services-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
979,Tasty Bites of New York,"76 Boniface DrPine Bush, NY 12566",[Polish],$,4.5 star rating,86 reviews,https://www.yelp.com/biz/biz/tasty-bites-of-new-york-brooklyn,"187 Utica Avenue, Brooklyn, NY 11213"
