,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
375,Rue B,"159 Graham AveBrooklyn, NY 11206","[Bars,, Jazz, &, Blues]",$,4.0 star rating,259 reviews,https://www.yelp.com/biz/rue-b-new-york?search_key=65743,"601 E 12th Street, New York, NY 10009"
376,Pouring Ribbons,"181 Graham AveBrooklyn, NY 11206","[Lounges,, Cocktail, Bars]",$$,4.0 star rating,300 reviews,https://www.yelp.com/biz/pouring-ribbons-new-york?search_key=65743,"601 E 12th Street, New York, NY 10009"
377,Y Cafe,"135 Graham AveBrooklyn, NY 11206","[Cafes,, American, (Traditional)]",$$,4.0 star rating,120 reviews,https://www.yelp.com/biz/y-cafe-new-york?search_key=65743,"601 E 12th Street, New York, NY 10009"
378,Santa Barbara Deli Corp,"109 Montrose AveBrooklyn, NY 11206",[Delis],$$,5.0 star rating,12 reviews,https://www.yelp.com/biz/santa-barbara-deli-corp-manhattan?search_key=65743,"601 E 12th Street, New York, NY 10009"
379,Glitz Nail,"161 Montrose AveBrooklyn, NY 11206","[Waxing,, Nail, Salons]",$$,4.5 star rating,111 reviews,https://www.yelp.com/biz/glitz-nail-new-york?search_key=65743,"601 E 12th Street, New York, NY 10009"
380,Blessings Cafe,"189 Graham AveBrooklyn, NY 11226","[Coffee, &, Tea,, Breakfast, &, Brunch,, Sandwiches]",$,4.5 star rating,162 reviews,https://www.yelp.com/biz/blessings-cafe-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
381,El Castillo De Jagua,"137 Montrose AveBrooklyn, NY 11206","[American, (Traditional),, Spanish,, Dominican]",$$,4.5 star rating,22 reviews,https://www.yelp.com/biz/el-castillo-de-jagua-brooklyn-3,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
382,The Westbury Inn,"95 Montrose AveBrooklyn, NY 11206","[Cocktail, Bars,, American, (Traditional),, Beer, Bar]",$$,4.0 star rating,30 reviews,https://www.yelp.com/biz/the-westbury-inn-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
383,Errol’s Caribbean Bakery,"135 Graham AveBrooklyn, NY 11206","[Bakeries,, Caribbean]",$,4.0 star rating,29 reviews,https://www.yelp.com/biz/errols-caribbean-bakery-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
384,Parkside,"163 Montrose AveBrooklyn, NY 11206","[Pizza,, American, (New),, Cocktail, Bars]",$,4.0 star rating,74 reviews,https://www.yelp.com/biz/parkside-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
385,Delroys Cafe and Wine Bar,"1483 Fulton StBrooklyn, NY 11216","[Cafes,, Wine, Bars]",$,4.5 star rating,45 reviews,https://www.yelp.com/biz/delroys-cafe-and-wine-bar-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
386,Family Pizza,"1450 Fulton StBedford-Stuyvesant, NY 11216",[Pizza],$$,4.0 star rating,26 reviews,https://www.yelp.com/biz/family-pizza-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
387,Zurilee Restaurant,"1499 Fulton StBrooklyn, NY 11216","[Pizza,, Breakfast, &, Brunch,, Cocktail, Bars]",$$,4.5 star rating,87 reviews,https://www.yelp.com/biz/zurilee-restaurant-flatbush-ditmas-park,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
388,Erv’s on Beekman,"1505 Fulton StBrooklyn, NY 11216","[Cocktail, Bars,, Coffee, &, Tea]",$,4.5 star rating,97 reviews,https://www.yelp.com/biz/ervs-on-beekman-prospect-lefferts-gardens,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
389,King of Tandoor,"10 Kingston AveBrooklyn, NY 11213","[Indian,, Halal]",$$,4.0 star rating,176 reviews,https://www.yelp.com/biz/king-of-tandoor-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
390,Win Son,"486 Tompkins AveBrooklyn, NY 11216","[Taiwanese,, American, (New)]",$,4.5 star rating,60 reviews,https://www.yelp.com/biz/win-son-brooklyn-4,"167 Graham Avenue, Brooklyn, NY 11206"
391,Healthy Choice Kitchen,"419 Tompkins AveBrooklyn, NY 11216","[Middle, Eastern,, Mediterranean,, Juice, Bars, &, Smoothies]",$,4.0 star rating,68 reviews,https://www.yelp.com/biz/healthy-choice-kitchen-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
392,Featherweight,"1444 Fulton StNew York, NY 11216",[Bars],$$,4.5 star rating,93 reviews,https://www.yelp.com/biz/featherweight-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
393,Nam Nam,"1389 Fulton StBrooklyn, NY 11216","[Vietnamese,, Coffee, &, Tea]",$$,4.5 star rating,362 reviews,https://www.yelp.com/biz/nam-nam-brooklyn-2,"167 Graham Avenue, Brooklyn, NY 11206"
394,duckduck,"415 Tompkins AveBrooklyn, NY 11221","[Dive, Bars]",$$,4.0 star rating,181 reviews,https://www.yelp.com/biz/duckduck-brooklyn-2,"167 Graham Avenue, Brooklyn, NY 11206"
395,New Mexico Place,"3065 14th StAstoria, NY 11102",[Mexican],$,3.5 star rating,149 reviews,https://www.yelp.com/biz/new-mexico-place-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
396,Olly Oxen Free Vintage,"30-02 14th StAstoria, NY 11102","[Thrift, Stores,, Used,, Vintage, &, Consignment]",$,5.0 star rating,16 reviews,https://www.yelp.com/biz/olly-oxen-free-vintage-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
397,Brooklyn Ball Factory,"21-02 30th AveAstoria, NY 11102","[Cafes,, Asian, Fusion]",$$,4.5 star rating,79 reviews,https://www.yelp.com/biz/brooklyn-ball-factory-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
398,Sweet Science,"30-09 21st StAstoria, NY 11102","[Bars,, Burgers,, American, (New)]",$,4.0 star rating,293 reviews,https://www.yelp.com/biz/sweet-science-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
399,Luckybird Bakery,"21-19 BroadwayAstoria, NY 11106","[Bakeries,, Coffee, &, Tea]",$$,4.5 star rating,21 reviews,https://www.yelp.com/biz/luckybird-bakery-brooklyn,"167 Graham Avenue, Brooklyn, NY 11206"
400,El Jeffe,"2107 BroadwayAstoria, NY 11106","[New, Mexican, Cuisine]",$$,4.5 star rating,24 reviews,https://www.yelp.com/biz/el-jeffe-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
401,A Gusto,"30-85 14th StQueens, NY 11102","[Bars,, Cafes,, Bakeries]",$,4.5 star rating,25 reviews,https://www.yelp.com/biz/a-gusto-bedford-stuyvesant-2,"1471 Fulton Street, Brooklyn, NY 11216"
402,Capitoline Grounds,"29-20 Crescent StAstoria, NY 11102","[Ice, Cream, &, Frozen, Yogurt,, Coffee, &, Tea,, Specialty, Food,, Grocery]",$,4.0 star rating,33 reviews,https://www.yelp.com/biz/capitoline-grounds-brooklyn-2,"1471 Fulton Street, Brooklyn, NY 11216"
403,The New People Kitchen,"Welling CtAstoria, NY 11102",[Chinese],$,3.5 star rating,16 reviews,https://www.yelp.com/biz/the-new-people-kitchen-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
404,PS Cafe - Temp. CLOSED,"3205 Crescent StAstoria, NY 11106","[Cafes,, Coffee, &, Tea]",$$,4.5 star rating,16 reviews,https://www.yelp.com/biz/ps-cafe-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
405,New Ocean King Seafood,"590 E 169th StBronx, NY 10456",[Seafood],$$,4.0 star rating,17 reviews,https://www.yelp.com/biz/new-ocean-king-seafood-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
406,Lovers Rock,"1351 Webster AveBronx, NY 10456","[Cocktail, Bars]",$,4.5 star rating,34 reviews,https://www.yelp.com/biz/lovers-rock-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
407,Original’s Soldier,"980 Morris AveBronx, NY 10456","[Caribbean,, Macarons,, Vegetarian]",$$,4.0 star rating,5 reviews,https://www.yelp.com/biz/originals-soldier-new-york,"1471 Fulton Street, Brooklyn, NY 11216"
408,Wing Cheong Restaurant,"167th St & Webster AveBronx, NY 10456",[Chinese],$$,4.0 star rating,36 reviews,https://www.yelp.com/biz/wing-cheong-restaurant-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
409,Peaches HotHouse,,[Southern],$,4.0 star rating,737 reviews,https://www.yelp.com/biz/peaches-hothouse-brooklyn,"1471 Fulton Street, Brooklyn, NY 11216"
410,S & S Calabro Pizzeria,"4139 BroadwayNew York, NY 10033",[Pizza],$$,4.0 star rating,33 reviews,https://www.yelp.com/biz/s-and-s-calabro-pizzeria-astoria,"1214 31st Avenue, Astoria, NY 11106"
411,Château le Woof,"4141 BroadwayNew York, NY 10033","[Pet, Stores,, Coffee, &, Tea]",$,5.0 star rating,21 reviews,https://www.yelp.com/biz/ch%C3%A2teau-le-woof-astoria-2,"1214 31st Avenue, Astoria, NY 11106"
412,Vesta,"4131 BroadwayNew York, NY 10033","[Italian,, Breakfast, &, Brunch,, Wine, Bars]",$$,4.0 star rating,591 reviews,https://www.yelp.com/biz/vesta-astoria,"1214 31st Avenue, Astoria, NY 11106"
413,The Barn,"708 W 177th StNew York, NY 10033","[American, (New),, Beer, Gardens]",$,4.0 star rating,115 reviews,https://www.yelp.com/biz/the-barn-astoria,"1214 31st Avenue, Astoria, NY 11106"
414,Arepas Grill,"4087 BroadwayNew York, NY 10032","[Venezuelan,, Spanish]",$$,4.0 star rating,182 reviews,https://www.yelp.com/biz/arepas-grill-astoria,"1214 31st Avenue, Astoria, NY 11106"
415,Samaria Pizza,"4165 BroadwayNew York, NY 10033",[Pizza],$$,4.0 star rating,39 reviews,https://www.yelp.com/biz/samaria-pizza-astoria-2,"1214 31st Avenue, Astoria, NY 11106"
416,On 14th Street Bar and Restaurant,"4093 BroadwayManhattan, NY 10032","[Sports, Bars,, Gastropubs]",$$,5.0 star rating,3 reviews,https://www.yelp.com/biz/on-14th-street-bar-and-restaurant-queens,"1214 31st Avenue, Astoria, NY 11106"
417,S & J,"704 W 177th StNew York, NY 10033","[Moroccan,, Halal,, Middle, Eastern]",$$$,5.0 star rating,20 reviews,https://www.yelp.com/biz/s-and-j-astoria,"1214 31st Avenue, Astoria, NY 11106"
418,Welling Court Mural Project,"4055 BroadwayNew York, NY 10032","[Public, Art]",$$$,5.0 star rating,5 reviews,https://www.yelp.com/biz/welling-court-mural-project-astoria,"1214 31st Avenue, Astoria, NY 11106"
419,La Sala,"4179 BroadwayNew York, NY 10033","[Cocktail, Bars,, Lounges,, Wine, Bars]",$$,4.5 star rating,52 reviews,https://www.yelp.com/biz/la-sala-astoria,"1214 31st Avenue, Astoria, NY 11106"
420,Bognan International West African Restaurant,"542 W 27th StNew York, NY 10001",[African],$$$,4.5 star rating,13 reviews,https://www.yelp.com/biz/bognan-international-west-african-restaurant-bronx,"1345 Webster Avenue, Bronx, NY 10456"
421,Domino’s Pizza,"820 Washington StNew York, NY 10014","[Pizza,, Chicken, Wings,, Sandwiches]",$$,1.0 star rating,48 reviews,https://www.yelp.com/biz/dominos-pizza-bronx-25,"1345 Webster Avenue, Bronx, NY 10456"
422,Hungry Bird,"542 W 27th StNew York, NY 10001","[Indian,, Salad,, Asian, Fusion]",$$,4.5 star rating,104 reviews,https://www.yelp.com/biz/hungry-bird-bronx-2,"1345 Webster Avenue, Bronx, NY 10456"
423,El Nuevo Bohio,"253 10th AveNew York, NY 10001","[Spanish,, Basque]",$$,3.5 star rating,22 reviews,https://www.yelp.com/biz/el-nuevo-bohio-bronx,"1345 Webster Avenue, Bronx, NY 10456"
424,Tetris Movers,"299 10th AveNew York, NY 10001",[Movers],$$$,5.0 star rating,6 reviews,https://www.yelp.com/biz/tetris-movers-bronx-2,"1345 Webster Avenue, Bronx, NY 10456"
425,Luigi’s Pizzaria,"463 W 24th StNew York, NY 10001","[Pizza,, Italian]",$$,5.0 star rating,6 reviews,https://www.yelp.com/biz/luigis-pizzaria-mount-eden,"1345 Webster Avenue, Bronx, NY 10456"
426,Corner Style Jamaican & American,"513 W 27th StNew York, NY 10001","[Caribbean,, American, (New)]",$,4.0 star rating,31 reviews,https://www.yelp.com/biz/corner-style-jamaican-and-american-bronx,"1345 Webster Avenue, Bronx, NY 10456"
427,Jahlookova Bronx,"246 10th AveNew York, NY 10001","[Bakeries,, Juice, Bars, &, Smoothies,, Grocery]",$$,4.5 star rating,8 reviews,https://www.yelp.com/biz/jahlookova-bronx-west-bronx,"1345 Webster Avenue, Bronx, NY 10456"
428,Restaurante Lechonera & Pollo Sabroso,"227 10th AveNew York, NY 10011","[Caribbean,, Latin, American,, Mexican]",$,4.0 star rating,17 reviews,https://www.yelp.com/biz/restaurante-lechonera-and-pollo-sabroso-new-york,"1345 Webster Avenue, Bronx, NY 10456"
429,Cinco De Mayo,"465 W 23rd StNew York, NY 10011",[Mexican],$$,4.0 star rating,60 reviews,https://www.yelp.com/biz/cinco-de-mayo-bronx,"1345 Webster Avenue, Bronx, NY 10456"
430,El Conde Restaurant,"1062 Flatbush AveBrooklyn, NY 11226","[Latin, American,, Steakhouses]",$$,4.0 star rating,83 reviews,https://www.yelp.com/biz/el-conde-restaurant-new-york,"638 W 174th Street, New York, NY 10033"
431,Malecon Restaurant,"1027 Flatbush AveBrooklyn, NY 11226","[Latin, American,, Breakfast, &, Brunch,, Dominican]",$,4.0 star rating,494 reviews,https://www.yelp.com/biz/malecon-restaurant-new-york-2,"638 W 174th Street, New York, NY 10033"
432,New Hua Yung Kitchen,"Brooklyn, NY 11226",[Chinese],$$$$,4.5 star rating,13 reviews,https://www.yelp.com/biz/new-hua-yung-kitchen-new-york,"638 W 174th Street, New York, NY 10033"
433,Kazza Coffee & Wine Bar,"998 Flatbush AveBrooklyn, NY 11226","[Wine, Bars,, Tapas, Bars,, Coffee, &, Tea]",$$$,4.5 star rating,62 reviews,https://www.yelp.com/biz/kazza-coffee-and-wine-bar-new-york-3,"638 W 174th Street, New York, NY 10033"
434,Koronet Pizza,"1081 Flatbush AveFlatbush - Ditmas Park, NY 11226",[Pizza],$,4.0 star rating,61 reviews,https://www.yelp.com/biz/koronet-pizza-new-york-3,"638 W 174th Street, New York, NY 10033"
435,Manolo Tapas,"2135 Beverley RdBrooklyn, NY 11226","[Tapas, Bars,, Spanish,, Cocktail, Bars]",$$$$,4.0 star rating,174 reviews,https://www.yelp.com/biz/manolo-tapas-new-york,"638 W 174th Street, New York, NY 10033"
436,Empanadas Monumental,"Brooklyn, NY","[Latin, American,, Caribbean,, Fast, Food]",$$$,3.5 star rating,39 reviews,https://www.yelp.com/biz/empanadas-monumental-manhattan,"638 W 174th Street, New York, NY 10033"
437,Pocion,,"[Vegan,, Lounges,, Cocktail, Bars]",$$$,5.0 star rating,38 reviews,https://www.yelp.com/biz/pocion-new-york-6,"638 W 174th Street, New York, NY 10033"
438,Marcha Cocina,"820 Washington StNew York, NY 10014","[Tapas, Bars,, Tapas/Small, Plates,, Spanish]",$$,4.0 star rating,191 reviews,https://www.yelp.com/biz/marcha-cocina-new-york,"638 W 174th Street, New York, NY 10033"
439,Pick & Eat,"New York, NY 10011","[American, (New),, Caribbean]",$$,3.5 star rating,219 reviews,https://www.yelp.com/biz/pick-and-eat-new-york,"638 W 174th Street, New York, NY 10033"
440,The Heath,"62 Chelsea PiersNew York, NY 10011","[Bars,, Music, Venues,, Modern, European]",$,4.0 star rating,214 reviews,https://www.yelp.com/biz/the-heath-new-york,"555 W 25th Street, New York, NY 10001"
441,The High Line,"205 10th AveNew York, NY 10011","[Parks,, Local, Flavor]",$$,4.5 star rating,1909 reviews,https://www.yelp.com/biz/the-high-line-new-york,"555 W 25th Street, New York, NY 10001"
442,Gallow Green,"Sheridan SquareNew York, NY 10011","[Cocktail, Bars,, Restaurants]",$,3.5 star rating,462 reviews,https://www.yelp.com/biz/gallow-green-new-york,"555 W 25th Street, New York, NY 10001"
443,Pepe Giallo,"Chelsea PiersNew York, NY 10011",[Italian],$,4.0 star rating,426 reviews,https://www.yelp.com/biz/pepe-giallo-new-york,"555 W 25th Street, New York, NY 10001"
444,Porteno Restaurant,"207 10th AveNew York, NY 10011",[Argentine],$,4.5 star rating,271 reviews,https://www.yelp.com/biz/porteno-restaurant-new-york,"555 W 25th Street, New York, NY 10001"
445,Rocket Pig,"227 10th AveNew York, NY 10011","[American, (New)]",$,4.5 star rating,137 reviews,https://www.yelp.com/biz/rocket-pig-new-york,"555 W 25th Street, New York, NY 10001"
446,Ovest Pizzoteca,"463 W 24th StNew York, NY 10001","[Pizza,, Italian,, Cocktail, Bars]",$,4.0 star rating,397 reviews,https://www.yelp.com/biz/ovest-pizzoteca-new-york,"555 W 25th Street, New York, NY 10001"
447,Bottino Take-Out,"465 W 23rd StNew York, NY 10011",[Sandwiches],$$,4.0 star rating,113 reviews,https://www.yelp.com/biz/bottino-take-out-new-york,"555 W 25th Street, New York, NY 10001"
448,The Red Cat,"776 4th AveBrooklyn, NY 11232","[American, (New)]",$,4.0 star rating,593 reviews,https://www.yelp.com/biz/the-red-cat-new-york,"555 W 25th Street, New York, NY 10001"
449,Le Pif,"710 5th aveBrooklyn, NY 11215","[Wine, Bars,, Breakfast, &, Brunch,, French]",$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/le-pif-new-york-8,"555 W 25th Street, New York, NY 10001"
450,La Cabana Rodriguez - Rodriguez Fried Chicken,"780 4th AveBrooklyn, NY 11232","[Latin, American,, American, (Traditional)]",$,3.5 star rating,35 reviews,https://www.yelp.com/biz/la-cabana-rodriguez-rodriguez-fried-chicken-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
451,Kings Theatre,"710 4th AveGreenwood, NY 11232","[Music, Venues,, Performing, Arts]",$,4.5 star rating,110 reviews,https://www.yelp.com/biz/kings-theatre-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
452,Alice Soloway Weddings,"706 4th AveBrooklyn, NY 11232",[Officiants],$,5.0 star rating,38 reviews,https://www.yelp.com/biz/alice-soloway-weddings-brooklyn-2,"1059 Flatbush Avenue, Brooklyn, NY 11226"
453,Island Express,"775 4th AveBrooklyn, NY 11232","[Caribbean,, Bakeries]",$,5.0 star rating,16 reviews,https://www.yelp.com/biz/island-express-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
454,Tropical Twist Restaurant,"686 5th AveBrooklyn, NY 11215","[Caribbean,, Bakeries]",$,4.0 star rating,6 reviews,https://www.yelp.com/biz/tropical-twist-restaurant-flatbush-ditmas-park,"1059 Flatbush Avenue, Brooklyn, NY 11226"
455,Nubian Kinks,"782 4th AveBrooklyn, NY 11232","[Hair, Salons]",$$,3.5 star rating,18 reviews,https://www.yelp.com/biz/nubian-kinks-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
456,Ray’s Food & Walking Tours,"719 5th AveBrooklyn, NY 11215","[Food, Tours,, Walking, Tours]",$,5.0 star rating,25 reviews,https://www.yelp.com/biz/rays-food-and-walking-tours-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
457,Lucida Movers,"703 5th AveBrooklyn, NY 11215",[Movers],$$,5.0 star rating,16 reviews,https://www.yelp.com/biz/lucida-movers-brooklyn-2,"1059 Flatbush Avenue, Brooklyn, NY 11226"
458,Scarlet Tattoos,"817 Utica AveBrooklyn, NY 11203",[Tattoo],$$,5.0 star rating,12 reviews,https://www.yelp.com/biz/scarlet-tattoos-brooklyn-2,"1059 Flatbush Avenue, Brooklyn, NY 11226"
459,3rd Generation Wallpaper Company,"790 Utica AveBrooklyn, NY 11203",[Painters],$$,5.0 star rating,30 reviews,https://www.yelp.com/biz/3rd-generation-wallpaper-company-brooklyn,"1059 Flatbush Avenue, Brooklyn, NY 11226"
460,The High Line,"937 Utica AveBrooklyn, NY 11203","[Parks,, Local, Flavor]",$$$,4.5 star rating,1909 reviews,https://www.yelp.com/biz/the-high-line-new-york,"143 159 11th Avenue, New York, NY 10011"
461,Wafels & Dinges,"823 Utica AveBrooklyn, NY 11203","[Desserts,, Food, Stands,, Belgian]",$$,4.5 star rating,1497 reviews,https://www.yelp.com/biz/wafels-and-dinges-new-york,"143 159 11th Avenue, New York, NY 10011"
462,Bateaux New York,"915 Utica AveBrooklyn, NY 11203","[Boat, Charters,, Restaurants,, Venues, &, Event, Spaces]",$$$,4.0 star rating,168 reviews,https://www.yelp.com/biz/bateaux-new-york-new-york,"143 159 11th Avenue, New York, NY 10011"
463,Tia Pol,"5403 Church AveBrooklyn, NY 11203","[Tapas, Bars,, Spanish]",$$$,4.0 star rating,597 reviews,https://www.yelp.com/biz/tia-pol-new-york,"143 159 11th Avenue, New York, NY 10011"
464,The Mudtruck,,"[Coffee, &, Tea,, Street, Vendors]",$$,4.5 star rating,28 reviews,https://www.yelp.com/biz/the-mudtruck-new-york-2,"143 159 11th Avenue, New York, NY 10011"
465,Spirit of New York,"8 W 18th StNew York, NY 10011","[Boat, Charters,, Venues, &, Event, Spaces,, American, (Traditional)]",$$$,3.5 star rating,144 reviews,https://www.yelp.com/biz/spirit-of-new-york-new-york-3,"143 159 11th Avenue, New York, NY 10011"
466,Juban,"12 W 18th StNew York, NY 10011","[Japanese,, Sushi, Bars]",$$$,4.5 star rating,79 reviews,https://www.yelp.com/biz/juban-new-york,"143 159 11th Avenue, New York, NY 10011"
467,The Red Cat,"31 W 17th StNew York, NY 10011","[American, (New)]",$$,4.0 star rating,593 reviews,https://www.yelp.com/biz/the-red-cat-new-york,"143 159 11th Avenue, New York, NY 10011"
468,Rocket Pig,"11 W 17th StNew York, NY 10011","[American, (New)]",$$$$,4.5 star rating,137 reviews,https://www.yelp.com/biz/rocket-pig-new-york,"143 159 11th Avenue, New York, NY 10011"
469,Le Pif,"48 W 17th StNew York, NY 10011","[Wine, Bars,, Breakfast, &, Brunch,, French]",$$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/le-pif-new-york-8,"143 159 11th Avenue, New York, NY 10011"
470,Taksim Square 2,"37 W 17th StNew York, NY 10011","[Turkish,, Middle, Eastern,, Halal]",$,3.5 star rating,48 reviews,https://www.yelp.com/biz/taksim-square-2-brooklyn-2,"204 25th Street, Brooklyn, NY 11232"
471,Nostro Ristorante,"13 W 17th StNew York, NY 10011",[Italian],$$,4.5 star rating,93 reviews,https://www.yelp.com/biz/nostro-ristorante-brooklyn,"204 25th Street, Brooklyn, NY 11232"
472,Carmelita Deli & Grocery,"37 W 17th StNew York, NY 10011","[Grocery,, Delis,, Mexican]",$$$,4.5 star rating,7 reviews,https://www.yelp.com/biz/carmelita-deli-and-grocery-brooklyn,"204 25th Street, Brooklyn, NY 11232"
473,Al Noor Halal Deli,"15 W 18th StNew York, NY 10011","[Halal,, Delis]",$$,5.0 star rating,22 reviews,https://www.yelp.com/biz/al-noor-halal-deli-greenwood,"204 25th Street, Brooklyn, NY 11232"
474,El Tenampa Deli Grocery,"29 W 17th StNew York, NY 10011","[Delis,, Grocery]",$$,4.5 star rating,53 reviews,https://www.yelp.com/biz/el-tenampa-deli-grocery-brooklyn,"204 25th Street, Brooklyn, NY 11232"
475,Tasty Deli,"428 Greenwich StNew York, NY 10013",[Delis],$$$$,5.0 star rating,5 reviews,https://www.yelp.com/biz/tasty-deli-brooklyn,"204 25th Street, Brooklyn, NY 11232"
476,Luigi’s Pizza,"458 Greenwich StNew York, NY 10013",[Pizza],$$$,4.5 star rating,240 reviews,https://www.yelp.com/biz/luigis-pizza-brooklyn,"204 25th Street, Brooklyn, NY 11232"
477,Paracas Peruvian Restaurant & bar,"49 Beach StNew York, NY 10013",[Peruvian],$$,4.5 star rating,7 reviews,https://www.yelp.com/biz/paracas-peruvian-restaurant-and-bar-brooklyn,"204 25th Street, Brooklyn, NY 11232"
478,Jalapeno King,"401 Greenwich StNew York, NY 10013","[Mexican,, Salad,, Burgers]",$,4.0 star rating,52 reviews,https://www.yelp.com/biz/jalapeno-king-brooklyn,"204 25th Street, Brooklyn, NY 11232"
479,Sea Witch,"25 N Moore StNew York, NY 10013","[Lounges,, Gastropubs]",$,4.0 star rating,225 reviews,https://www.yelp.com/biz/sea-witch-brooklyn-2,"204 25th Street, Brooklyn, NY 11232"
480,C & J Jamaican Restaurant and Bakery,"413 Greenwich StNew York, NY 10013","[Bakeries,, Caribbean]",$,3.0 star rating,85 reviews,https://www.yelp.com/biz/c-and-j-jamaican-restaurant-and-bakery-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
481,Proline Car Stereo,"71 N Moore StNew York, NY 10013","[Car, Stereo, Installation]",$,4.0 star rating,58 reviews,https://www.yelp.com/biz/proline-car-stereo-brooklyn-4,"805 Utica Avenue, Brooklyn, NY 11203"
482,China Restaurant,"409 Greenwich StNew York, NY 10013",[Chinese],$$,4.5 star rating,39 reviews,https://www.yelp.com/biz/china-restaurant-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
483,Bobby’s Department Store,"377 Greenwich StNew York, NY 10013","[Department, Stores,, Discount, Store]",$,4.5 star rating,8 reviews,https://www.yelp.com/biz/bobbys-department-store-brooklyn-2,"805 Utica Avenue, Brooklyn, NY 11203"
484,Island Burger,"399 Greenwich StNew York, NY 10013",[Burgers],$$,3.5 star rating,101 reviews,https://www.yelp.com/biz/island-burger-brooklyn-2,"805 Utica Avenue, Brooklyn, NY 11203"
485,Island Pride Restaurant,"308 Hooper StBrooklyn, NY 11211",[Caribbean],$$,5.0 star rating,7 reviews,https://www.yelp.com/biz/island-pride-restaurant-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
486,Affordable Locksmith & Hardware lll INC,"9 Meserole StBrooklyn, NY 11206","[Keys, &, Locksmiths]",$$,5.0 star rating,46 reviews,https://www.yelp.com/biz/affordable-locksmith-and-hardware-lll-inc-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
487,Island Cuisine,"367 BroadwayBrooklyn, NY 11211",[Caribbean],$$,3.0 star rating,4 reviews,https://www.yelp.com/biz/island-cuisine-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
488,Golden Krust Bakery,"351 BroadwayBrooklyn, NY 11211",[Caribbean],$$$,3.5 star rating,9 reviews,https://www.yelp.com/biz/golden-krust-bakery-brooklyn-2,"805 Utica Avenue, Brooklyn, NY 11203"
489,Crown Fried Chicken,"384 BroadwayBrooklyn, NY 11211","[Chicken, Wings]",$,3.5 star rating,3 reviews,https://www.yelp.com/biz/crown-fried-chicken-brooklyn-29,"805 Utica Avenue, Brooklyn, NY 11203"
490,Ootoya Chelsea,"353 BroadwayBrooklyn, NY 11211","[Japanese,, Sushi, Bars]",$,4.0 star rating,1011 reviews,https://www.yelp.com/biz/ootoya-chelsea-new-york,"17 19 W 17th Street, New York, NY 10011"
491,Taste of Persia NYC,"301 Keap StBrooklyn, NY 11211",[Persian/Iranian],$$,4.5 star rating,175 reviews,https://www.yelp.com/biz/taste-of-persia-nyc-new-york-2,"17 19 W 17th Street, New York, NY 10011"
492,Aldea,,"[Portuguese,, Spanish,, Iberian]",$$,4.0 star rating,491 reviews,https://www.yelp.com/biz/aldea-new-york,"17 19 W 17th Street, New York, NY 10011"
493,Rye House,"10912 Northern BlvdCorona, NY 11368","[Bars,, American, (Traditional)]",$$$,3.5 star rating,413 reviews,https://www.yelp.com/biz/rye-house-new-york,"17 19 W 17th Street, New York, NY 10011"
494,Raines Law Room,"110-01 Northern BlvdCorona, NY 11368","[Lounges,, Cocktail, Bars]",$,4.5 star rating,1146 reviews,https://www.yelp.com/biz/raines-law-room-new-york,"17 19 W 17th Street, New York, NY 10011"
