,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
732,Soap Cherie,"218 Bedford AveBrooklyn, NY 11211","[Cosmetics, &, Beauty, Supply]",$,5.0 star rating,46 reviews,https://www.yelp.com/biz/soap-cherie-brooklyn-2,"218 Bedford Avenue, Brooklyn, NY 11211"
733,Williamsburg Thai Cuisine,"212 Bedford AveBrooklyn, NY 11249",[Thai],$,4.0 star rating,74 reviews,https://www.yelp.com/biz/williamsburg-thai-cuisine-brooklyn,"218 Bedford Avenue, Brooklyn, NY 11211"
734,sweetgreen,"162 N 4th StBrooklyn, NY 11211","[Salad,, Vegetarian]",$$,4.0 star rating,137 reviews,https://www.yelp.com/biz/sweetgreen-new-york-17,"218 Bedford Avenue, Brooklyn, NY 11211"
735,Joe’s Pizza,"216 Bedford AveBrooklyn, NY 11249",[Pizza],$$,4.0 star rating,74 reviews,https://www.yelp.com/biz/joes-pizza-brooklyn-8,"218 Bedford Avenue, Brooklyn, NY 11211"
736,Ako,"205 Bedford AveBrooklyn, NY 11211","[Sushi, Bars,, Japanese,, Wine, Bars]",$,4.0 star rating,201 reviews,https://www.yelp.com/biz/ako-brooklyn-3,"218 Bedford Avenue, Brooklyn, NY 11211"
737,Caprices By Sophie,"138 N 6th StBrooklyn, NY 11211","[Bakeries,, Cafes,, Coffee, &, Tea]",$$,4.5 star rating,116 reviews,https://www.yelp.com/biz/caprices-by-sophie-brooklyn,"218 Bedford Avenue, Brooklyn, NY 11211"
738,Juliette,"135 N 5th StBrooklyn, NY 11249","[Bars,, French]",$$,3.5 star rating,608 reviews,https://www.yelp.com/biz/juliette-brooklyn,"218 Bedford Avenue, Brooklyn, NY 11211"
739,Sort Of Wine Bar,"639 Driggs AveWilliamsburg, NY 11211","[Wine, Bars]",$,5.0 star rating,35 reviews,https://www.yelp.com/biz/sort-of-wine-bar-williamsburg,"218 Bedford Avenue, Brooklyn, NY 11211"
740,Jungsik,"2 Harrison StNew York, NY 10013",[Korean],$$,4.5 star rating,330 reviews,https://www.yelp.com/biz/jungsik-new-york,"73 Hudson Street, New York, NY 10013"
741,Zutto Japanese American Pub,"77 Hudson StNew York, NY 10013","[Asian, Fusion,, Japanese,, Sushi, Bars]",$$,4.0 star rating,753 reviews,https://www.yelp.com/biz/zutto-japanese-american-pub-new-york-2,"73 Hudson Street, New York, NY 10013"
742,Scalini Fedeli,"165 Duane StNew York, NY 10013",[Italian],$$,4.5 star rating,250 reviews,https://www.yelp.com/biz/scalini-fedeli-new-york,"73 Hudson Street, New York, NY 10013"
743,Bouley,"163 Duane StNew York, NY 10013",[French],$$,4.5 star rating,1050 reviews,https://www.yelp.com/biz/bouley-new-york-2,"73 Hudson Street, New York, NY 10013"
744,Puffy’s Tavern,"81 Hudson StNew York, NY 10013","[Bars,, Sandwiches]",$,3.5 star rating,69 reviews,https://www.yelp.com/biz/puffys-tavern-new-york,"73 Hudson Street, New York, NY 10013"
745,Tamarind,"99 Hudson StNew York, NY 10013",[Indian],$,4.0 star rating,575 reviews,https://www.yelp.com/biz/tamarind-new-york-4,"73 Hudson Street, New York, NY 10013"
746,Terroir Tribeca,"24 Harrison StNew York, NY 10013","[Wine, Bars,, American, (New)]",$$,4.0 star rating,213 reviews,https://www.yelp.com/biz/terroir-tribeca-new-york,"73 Hudson Street, New York, NY 10013"
747,Laughing Man Coffee & Tea,"184 Duane StNew York, NY 10013","[Coffee, &, Tea]",$,4.5 star rating,138 reviews,https://www.yelp.com/biz/laughing-man-coffee-and-tea-new-york-3,"73 Hudson Street, New York, NY 10013"
748,American Cut,"363 Greenwich StNew York, NY 10013","[Steakhouses,, American, (New)]",$$,4.0 star rating,343 reviews,https://www.yelp.com/biz/american-cut-new-york,"73 Hudson Street, New York, NY 10013"
749,Tablao,"361 Greenwich StNew York, NY 10013","[Spanish,, Tapas/Small, Plates]",$,4.0 star rating,173 reviews,https://www.yelp.com/biz/tablao-new-york,"73 Hudson Street, New York, NY 10013"
750,Fish N’ Ting,"4063 Boston RdBronx, NY 10466",[Caribbean],$$,4.5 star rating,82 reviews,https://www.yelp.com/biz/fish-n-ting-bronx,"4008 Boston Road, Bronx, NY 10475"
751,Best Chinese Restaurant,"4004A Boston RdBronx, NY 10475",[Chinese],$,4.0 star rating,14 reviews,https://www.yelp.com/biz/best-chinese-restaurant-bronx,"4008 Boston Road, Bronx, NY 10475"
752,Cozy Cottage Restaurant,"4105 Boston RdBronx, NY 10466","[Breakfast, &, Brunch,, Greek]",$,4.5 star rating,40 reviews,https://www.yelp.com/biz/cozy-cottage-restaurant-bronx,"4008 Boston Road, Bronx, NY 10475"
753,Jiffy Lube,"4015 Boston RdBronx, NY 10466","[Oil, Change, Stations,, Auto, Repair]",$$,4.0 star rating,13 reviews,https://www.yelp.com/biz/jiffy-lube-bronx,"4008 Boston Road, Bronx, NY 10475"
754,Dunn Sport,"4061 Boston RdBronx, NY 10466","[Auto, Repair]",$$,4.5 star rating,14 reviews,https://www.yelp.com/biz/dunn-sport-bronx,"4008 Boston Road, Bronx, NY 10475"
755,Mingles,"4012 Boston RdBronx, NY 10475","[Dance, Clubs,, Cafes]",$,3.0 star rating,9 reviews,https://www.yelp.com/biz/mingles-bronx,"4008 Boston Road, Bronx, NY 10475"
756,Dyre Fish Market,"3828 Dyre AveBronx, NY 10466",[Seafood],$$$,4.0 star rating,17 reviews,https://www.yelp.com/biz/dyre-fish-market-bronx,"4008 Boston Road, Bronx, NY 10475"
757,Mario’s Pizzeria,"3824 Dyre AveBronx, NY 10466",[Pizza],$$$$,4.5 star rating,15 reviews,https://www.yelp.com/biz/marios-pizzeria-bronx,"4008 Boston Road, Bronx, NY 10475"
758,Freckle’s Juice,"3828 Dyre AveEast Bronx, NY 10466","[Juice, Bars, &, Smoothies]",$$$,4.5 star rating,18 reviews,https://www.yelp.com/biz/freckles-juice-east-bronx,"4008 Boston Road, Bronx, NY 10475"
759,Romantic Depot,"3703 Provost AveBronx, NY 10466","[Lingerie,, Adult]",$,4.5 star rating,44 reviews,https://www.yelp.com/biz/romantic-depot-bronx,"4008 Boston Road, Bronx, NY 10475"
760,Chick In,"23316 Hillside AveQueens Village, NY 11427","[Halal,, Chicken, Wings,, Pizza]",$$,3.5 star rating,74 reviews,https://www.yelp.com/biz/chick-in-queens-village-2,"8656 Range Street, Queens Village, NY 11427"
761,Silver Moon Diner,"235-20 Hillside AveQueens Village, NY 11427",[Diners],$,3.0 star rating,47 reviews,https://www.yelp.com/biz/silver-moon-diner-queens-village,"8656 Range Street, Queens Village, NY 11427"
762,Cara Mia Restaurant,"220-20 Hillside AveQueens Village, NY 11427",[Italian],$,4.0 star rating,114 reviews,https://www.yelp.com/biz/cara-mia-restaurant-queens-village-2,"8656 Range Street, Queens Village, NY 11427"
763,China King,"22219 Braddock AveQueens Village, NY 11428",[Chinese],$,4.0 star rating,24 reviews,https://www.yelp.com/biz/china-king-queens-village,"8656 Range Street, Queens Village, NY 11427"
764,Prima Pizza,"22270 Braddock AveQueens Village, NY 11428","[Pizza,, Italian]",$,3.0 star rating,36 reviews,https://www.yelp.com/biz/prima-pizza-queens-village,"8656 Range Street, Queens Village, NY 11427"
765,Sahil Chinese,"236-03 Braddock AveQueens, NY 11426","[Indian,, Pakistani,, Chinese]",$$,4.0 star rating,21 reviews,https://www.yelp.com/biz/sahil-chinese-queens,"8656 Range Street, Queens Village, NY 11427"
766,Rice & Beans Restaurant,"9109 Springfield BlvdQueens Village, NY 11413","[Spanish,, Dominican]",$,4.5 star rating,46 reviews,https://www.yelp.com/biz/rice-and-beans-restaurant-queens-village,"8656 Range Street, Queens Village, NY 11427"
767,Peking Restaurant,"9111 Springfield BlvdQueens Village, NY 11428",[Chinese],$,4.0 star rating,18 reviews,https://www.yelp.com/biz/peking-restaurant-queens-village,"8656 Range Street, Queens Village, NY 11427"
768,By The Slice,"23609 Braddock AveBellerose, NY 11426",[Pizza],$$,3.0 star rating,14 reviews,https://www.yelp.com/biz/by-the-slice-bellerose,"8656 Range Street, Queens Village, NY 11427"
769,Winchester’s,"233-12 Hillside AveQueens Village, NY 11427",[Pubs],$,2.5 star rating,7 reviews,https://www.yelp.com/biz/winchesters-queens-village,"8656 Range Street, Queens Village, NY 11427"
770,C & J Jamaican Restaurant and Bakery,"817 Utica AveBrooklyn, NY 11203","[Bakeries,, Caribbean]",$,3.0 star rating,85 reviews,https://www.yelp.com/biz/c-and-j-jamaican-restaurant-and-bakery-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
771,China Restaurant,"937 Utica AveBrooklyn, NY 11203",[Chinese],$$,4.5 star rating,39 reviews,https://www.yelp.com/biz/china-restaurant-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
772,Island Burger,"915 Utica AveBrooklyn, NY 11203",[Burgers],$,3.5 star rating,101 reviews,https://www.yelp.com/biz/island-burger-brooklyn-2,"805 Utica Avenue, Brooklyn, NY 11203"
773,Island Pride Restaurant,"5403 Church AveBrooklyn, NY 11203",[Caribbean],$$,5.0 star rating,7 reviews,https://www.yelp.com/biz/island-pride-restaurant-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
774,Island Cuisine,"817 Utica AveBrooklyn, NY 11203",[Caribbean],$$,3.0 star rating,4 reviews,https://www.yelp.com/biz/island-cuisine-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
775,Golden Krust Bakery,"872 Utica AveBrooklyn, NY 11203",[Caribbean],$$,3.5 star rating,9 reviews,https://www.yelp.com/biz/golden-krust-bakery-brooklyn-2,"805 Utica Avenue, Brooklyn, NY 11203"
776,Crown Fried Chicken,"793 Utica AveBrooklyn, NY 11203","[Chicken, Wings]",$,3.5 star rating,3 reviews,https://www.yelp.com/biz/crown-fried-chicken-brooklyn-29,"805 Utica Avenue, Brooklyn, NY 11203"
777,FunCity Seafood,"5602 Church AveBrooklyn, NY 11203",[Seafood],$$,3.5 star rating,43 reviews,https://www.yelp.com/biz/funcity-seafood-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
778,Topaze West Indian & American Restaurant,"428 E 48th StBrooklyn, NY 11203","[American, (New),, Caribbean]",$$,3.5 star rating,10 reviews,https://www.yelp.com/biz/topaze-west-indian-and-american-restaurant-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
779,Tasty Caribbean,"856 Utica AveBrooklyn, NY 11203",[Caribbean],$$,5.0 star rating,2 reviews,https://www.yelp.com/biz/tasty-caribbean-brooklyn,"805 Utica Avenue, Brooklyn, NY 11203"
780,Eastwick,"112 Graham AveBrooklyn, NY 11206","[American, (New),, Middle, Eastern,, Breakfast, &, Brunch]",$$$,4.0 star rating,190 reviews,https://www.yelp.com/biz/eastwick-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
781,Caridad China,"108 Graham AveWilliamsburg, NY 11206","[Latin, American,, Chinese]",$$,4.5 star rating,14 reviews,https://www.yelp.com/biz/caridad-china-williamsburg,"87 Graham Avenue, Brooklyn, NY 11206"
782,19 Cafe,"84 Manhattan AveNew York, NY 11206","[Coffee, &, Tea,, Asian, Fusion,, Breakfast, &, Brunch]",$,4.5 star rating,62 reviews,https://www.yelp.com/biz/19-cafe-new-york,"87 Graham Avenue, Brooklyn, NY 11206"
783,Featherweight,"135 Graham AveBrooklyn, NY 11206",[Bars],$$,4.5 star rating,93 reviews,https://www.yelp.com/biz/featherweight-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
784,Samurai Papa,"32 Varet StBrooklyn, NY 11206",[Ramen],$$,4.5 star rating,135 reviews,https://www.yelp.com/biz/samurai-papa-brooklyn-2,"87 Graham Avenue, Brooklyn, NY 11206"
785,Ilya Ilin,,"[Handyman,, Electricians]",$,5.0 star rating,81 reviews,https://www.yelp.com/biz/ilya-ilin-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
786,Metro Dog Training,"Brookyln, NY 11206","[Pet, Training]",$$,5.0 star rating,39 reviews,https://www.yelp.com/biz/metro-dog-training-brookyln,"87 Graham Avenue, Brooklyn, NY 11206"
787,College Educated Movers,"Brooklyn, NY 11206",[Movers],$$,4.5 star rating,248 reviews,https://www.yelp.com/biz/college-educated-movers-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
788,Antojitos Mexicanos,"107 Graham AveBrooklyn, NY 11206",[Mexican],$$,3.5 star rating,25 reviews,https://www.yelp.com/biz/antojitos-mexicanos-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
789,Sweet Science,"135 Graham AveBrooklyn, NY 11206","[Bars,, Burgers,, American, (New)]",$$,4.0 star rating,293 reviews,https://www.yelp.com/biz/sweet-science-brooklyn,"87 Graham Avenue, Brooklyn, NY 11206"
790,Samurai Papa,"32 Varet StBrooklyn, NY 11206",[Ramen],$$,4.5 star rating,135 reviews,https://www.yelp.com/biz/samurai-papa-brooklyn-2,"33 Graham Avenue, Brooklyn, NY 11206"
791,Bushwick Grind,"63 Whipple StBrooklyn, NY 11206","[Coffee, &, Tea]",$$,4.5 star rating,23 reviews,https://www.yelp.com/biz/bushwick-grind-brooklyn-2,"33 Graham Avenue, Brooklyn, NY 11206"
792,Eastwick,"112 Graham AveBrooklyn, NY 11206","[American, (New),, Middle, Eastern,, Breakfast, &, Brunch]",$$,4.0 star rating,190 reviews,https://www.yelp.com/biz/eastwick-brooklyn,"33 Graham Avenue, Brooklyn, NY 11206"
793,La Isla Cuchifritos,"6 Graham AveBrooklyn, NY 11206","[Spanish,, Puerto, Rican,, Latin, American]",$$,4.0 star rating,42 reviews,https://www.yelp.com/biz/la-isla-cuchifritos-brooklyn,"33 Graham Avenue, Brooklyn, NY 11206"
794,19 Cafe,"84 Manhattan AveNew York, NY 11206","[Coffee, &, Tea,, Asian, Fusion,, Breakfast, &, Brunch]",$$,4.5 star rating,62 reviews,https://www.yelp.com/biz/19-cafe-new-york,"33 Graham Avenue, Brooklyn, NY 11206"
795,Featherweight,"135 Graham AveBrooklyn, NY 11206",[Bars],$$,4.5 star rating,93 reviews,https://www.yelp.com/biz/featherweight-brooklyn,"33 Graham Avenue, Brooklyn, NY 11206"
796,New Wing’s Kitchen,"685 BroadwayNew York, NY 11206",[Chinese],$$,4.5 star rating,6 reviews,https://www.yelp.com/biz/new-wings-kitchen-new-york,"33 Graham Avenue, Brooklyn, NY 11206"
797,Caridad China,"108 Graham AveWilliamsburg, NY 11206","[Latin, American,, Chinese]",$$$$,4.5 star rating,14 reviews,https://www.yelp.com/biz/caridad-china-williamsburg,"33 Graham Avenue, Brooklyn, NY 11206"
798,Moore Street Market,"110 Moore StBrooklyn, NY 11206","[Grocery,, Puerto, Rican]",$$,5.0 star rating,5 reviews,https://www.yelp.com/biz/moore-street-market-brooklyn-2,"33 Graham Avenue, Brooklyn, NY 11206"
799,Habanero Cafe Mexican Grill,"715 Flushing AveBrooklyn, NY 11206",[Mexican],$,4.0 star rating,28 reviews,https://www.yelp.com/biz/habanero-cafe-mexican-grill-brooklyn,"33 Graham Avenue, Brooklyn, NY 11206"
800,Roebling Pizza,"326 Roebling StBrooklyn, NY 11211",[Pizza],$$,4.0 star rating,83 reviews,https://www.yelp.com/biz/roebling-pizza-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
801,Laughing Lotus Yoga,"232 BroadwayBrooklyn, NY 11211",[Yoga],$$,4.5 star rating,24 reviews,https://www.yelp.com/biz/laughing-lotus-yoga-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
802,Reben Luncheonette,"229 Havemeyer StBrooklyn, NY 11211","[Latin, American]",$$,4.5 star rating,23 reviews,https://www.yelp.com/biz/reben-luncheonette-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
803,Kichin,"297 BroadwayBrooklyn, NY 11211",[Korean],$$,5.0 star rating,98 reviews,https://www.yelp.com/biz/kichin-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
804,Bencraft Hatters,"236 BroadwayBrooklyn, NY 11211","[Accessories,, Men's, Clothing]",$$,4.5 star rating,21 reviews,https://www.yelp.com/biz/bencraft-hatters-brooklyn-2,"309 Roebling Street, Brooklyn, NY 11211"
805,Duff’s Brooklyn,"168 Marcy AveBrooklyn, NY 11211","[Dive, Bars]",$,4.5 star rating,137 reviews,https://www.yelp.com/biz/duffs-brooklyn-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
806,Traif,"229 S 4th StBrooklyn, NY 11211","[American, (New),, Tapas/Small, Plates]",$,4.5 star rating,1658 reviews,https://www.yelp.com/biz/traif-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
807,Peter Luger,"178 BroadwayBrooklyn, NY 11211","[Steakhouses,, Desserts,, Seafood]",$,4.0 star rating,3755 reviews,https://www.yelp.com/biz/peter-luger-brooklyn-2,"309 Roebling Street, Brooklyn, NY 11211"
808,Xixa,"241 S 4th StBrooklyn, NY 11211","[Mexican,, Tapas/Small, Plates]",$$,4.5 star rating,404 reviews,https://www.yelp.com/biz/xixa-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
809,Roebling Liquors,"311 Roebling StBrooklyn, NY 11211","[Beer,, Wine, &, Spirits]",$$,4.5 star rating,15 reviews,https://www.yelp.com/biz/roebling-liquors-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
810,El Rey II Restaurant,"1064 Liberty AveBrooklyn, NY 11208","[Spanish,, Latin, American]",$,3.5 star rating,70 reviews,https://www.yelp.com/biz/el-rey-ii-restaurant-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
811,Joe’s Pizzeria,"1121 Liberty AveBrooklyn, NY 11208",[Pizza],$,4.0 star rating,19 reviews,https://www.yelp.com/biz/joes-pizzeria-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
812,Lee Good Taste,"2686 Pitkin AveBrooklyn, NY 11208",[Chinese],$$,4.5 star rating,10 reviews,https://www.yelp.com/biz/lee-good-taste-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
813,Chef Quang,"3360 Atlantic AveBrooklyn, NY 11208","[Caribbean,, Chinese]",$,4.0 star rating,16 reviews,https://www.yelp.com/biz/chef-quang-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
814,Aztec Soul,"3372 Atlantic AveBrooklyn, NY 11208",[Mexican],$$,4.5 star rating,17 reviews,https://www.yelp.com/biz/aztec-soul-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
815,Subway,"530 Conduit BlvdBrooklyn, NY 11208","[Sandwiches,, Fast, Food]",$,4.0 star rating,2 reviews,https://www.yelp.com/biz/subway-brooklyn-93,"501 Conduit Boulevard, Brooklyn, NY 11208"
816,Angela’s Pizzeria,"3435 Fulton StBrooklyn, NY 11208",[Pizza],$$,5.0 star rating,30 reviews,https://www.yelp.com/biz/angelas-pizzeria-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
817,ASPCA Mobile Spay/Neuter Clinic,"Queens, NY 11208","[Veterinarians,, Community, Service/Non-Profit]",$$,4.5 star rating,51 reviews,https://www.yelp.com/biz/aspca-mobile-spay-neuter-clinic-queens-2,"501 Conduit Boulevard, Brooklyn, NY 11208"
818,Liberty Live Fish,"1079 Liberty AveBrooklyn, NY 11208","[Seafood, Markets]",$,4.5 star rating,5 reviews,https://www.yelp.com/biz/liberty-live-fish-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
819,Panda House,"530 Conduit BlvdBrooklyn, NY 11208",[Chinese],$$,2.5 star rating,7 reviews,https://www.yelp.com/biz/panda-house-brooklyn,"501 Conduit Boulevard, Brooklyn, NY 11208"
820,La Piazza Pizzeria and Restaurant,"1445 Richmond AveStaten Island, NY 10314",[Pizza],$,3.5 star rating,41 reviews,https://www.yelp.com/biz/la-piazza-pizzeria-and-restaurant-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
821,Le Roi,"10 Akron PlzStaten Island, NY 10314","[Hookah, Bars]",$$,4.0 star rating,9 reviews,https://www.yelp.com/biz/le-roi-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
822,Mitoushi Sushi,"10 Akron StStaten Island, NY 10314","[Sushi, Bars,, Japanese]",$,3.5 star rating,109 reviews,https://www.yelp.com/biz/mitoushi-sushi-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
823,Pho Mac Vietnamese Restaurant,"1407 Richmond AveStaten Island, NY 10314",[Vietnamese],$$,4.0 star rating,186 reviews,https://www.yelp.com/biz/pho-mac-vietnamese-restaurant-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
824,Dunkin’ Donuts,"1445 Richmond AveStaten Island, NY 10314","[Donuts,, Coffee, &, Tea]",$$,2.5 star rating,6 reviews,https://www.yelp.com/biz/dunkin-donuts-staten-island-19,"1441 Richmond Avenue, Staten Island, NY 10314"
825,Kims Pink Nails,"1445 Richmond AveStaten Island, NY 10314","[Nail, Salons]",$,3.5 star rating,16 reviews,https://www.yelp.com/biz/kims-pink-nails-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
826,Chili’s,"1497 Richmond AveStaten Island, NY 10314","[Tex-Mex,, Burgers,, Sandwiches]",$$,3.0 star rating,66 reviews,https://www.yelp.com/biz/chilis-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
827,M & J Carini Pizzeria,"10 Akron PlzStaten Island, NY 10314",[Pizza],$$,3.5 star rating,15 reviews,https://www.yelp.com/biz/m-and-j-carini-pizzeria-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
828,Stop & Shop,"1441 Richmond AveStaten Island, NY 10314",[Grocery],$$,3.0 star rating,16 reviews,https://www.yelp.com/biz/stop-and-shop-staten-island-5,"1441 Richmond Avenue, Staten Island, NY 10314"
829,Empire East Chinese & Pan Asian Cuisine,"1445 Richmond AveStaten Island, NY 10314","[Asian, Fusion,, Chinese]",$,3.0 star rating,40 reviews,https://www.yelp.com/biz/empire-east-chinese-and-pan-asian-cuisine-staten-island,"1441 Richmond Avenue, Staten Island, NY 10314"
830,Vivid Caribbean American Bistro,"4617 Ave DBrooklyn, NY 11203","[Caribbean,, American, (Traditional)]",$$,3.5 star rating,113 reviews,https://www.yelp.com/biz/vivid-caribbean-american-bistro-brooklyn-3,"4205 Avenue D, Brooklyn, NY 11203"
831,Nelson Associate Organic Health Food M Market & Pharmacy,"4216 Ave DBrooklyn, NY 11203","[Health, Markets]",$$,4.5 star rating,3 reviews,https://www.yelp.com/biz/nelson-associate-organic-health-food-m-market-and-pharmacy-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
832,Kennedy Fried Chicken,"4102 Avenue DBrooklyn, NY 11203","[Salad,, Chicken, Wings,, Sandwiches]",$,3.5 star rating,5 reviews,https://www.yelp.com/biz/kennedy-fried-chicken-brooklyn-7,"4205 Avenue D, Brooklyn, NY 11203"
833,Ruby’s Palm Grove Takeout Restaurant,"4122 Ave DBrooklyn, NY 11203","[Caribbean,, Soup]",$$,3.0 star rating,1 review,https://www.yelp.com/biz/rubys-palm-grove-takeout-restaurant-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
834,Father & Son Appliance Repair,"843 E 49th StBrooklyn, NY 11203","[Appliances, &, Repair]",$$,4.5 star rating,62 reviews,https://www.yelp.com/biz/father-and-son-appliance-repair-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
835,Green Lite Lounge,"4315 Farragut RdEast Flatbush, NY 11203","[Caribbean,, American, (Traditional),, Lounges]",$$,4.0 star rating,11 reviews,https://www.yelp.com/biz/green-lite-lounge-east-flatbush-2,"4205 Avenue D, Brooklyn, NY 11203"
836,L & M Foreign Cars,"1331 Utica AveBrooklyn, NY 11203","[Auto, Repair,, Body, Shops,, Oil, Change, Stations]",$$,4.5 star rating,76 reviews,https://www.yelp.com/biz/l-and-m-foreign-cars-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
837,Your Neighborhood Cleaners,"4306 Avenue DBrooklyn, NY 11203","[Dry, Cleaning, &, Laundry]",$,5.0 star rating,1 review,https://www.yelp.com/biz/your-neighborhood-cleaners-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
838,China Restaurant,"937 Utica AveBrooklyn, NY 11203",[Chinese],$,4.5 star rating,39 reviews,https://www.yelp.com/biz/china-restaurant-brooklyn,"4205 Avenue D, Brooklyn, NY 11203"
839,Paerdegat Park,"1423 Albany AveNew York, NY 11203",[Parks],$$,4.5 star rating,3 reviews,https://www.yelp.com/biz/paerdegat-park-new-york,"4205 Avenue D, Brooklyn, NY 11203"
840,Lucha Lucha,"283 Nostrand AveBrooklyn, NY 11216","[Mexican,, Salad]",$$,4.5 star rating,158 reviews,https://www.yelp.com/biz/lucha-lucha-brooklyn-2,"333 Nostrand Avenue, Brooklyn, NY 11216"
841,Jamaica Grill,"321 Nostrand AveBrooklyn, NY 11216","[Caribbean,, Soul, Food]",$,3.0 star rating,33 reviews,https://www.yelp.com/biz/jamaica-grill-brooklyn-2,"333 Nostrand Avenue, Brooklyn, NY 11216"
842,Nostrand Cafe,"261 Nostrand AveBedford-Stuyvesant, NY 11216","[Cafes,, Breakfast, &, Brunch,, Vegetarian]",$$,4.5 star rating,29 reviews,https://www.yelp.com/biz/nostrand-cafe-bedford-stuyvesant,"333 Nostrand Avenue, Brooklyn, NY 11216"
843,The Civil Service Cafe,"279 Nostrand AveBrooklyn, NY 11216","[Coffee, &, Tea,, Breakfast, &, Brunch,, Internet, Cafes]",$$,4.0 star rating,97 reviews,https://www.yelp.com/biz/the-civil-service-cafe-brooklyn,"333 Nostrand Avenue, Brooklyn, NY 11216"
844,Bombay Grill,"1176 Bedford AveBrooklyn, NY 11216",[Indian],$$,4.5 star rating,117 reviews,https://www.yelp.com/biz/bombay-grill-brooklyn-5,"333 Nostrand Avenue, Brooklyn, NY 11216"
845,Captain Dan’s Good Time Tavern,"497 Greene Ave.Bedford-Stuyvesant, NY 11216",[Bars],$$$,4.0 star rating,23 reviews,https://www.yelp.com/biz/captain-dans-good-time-tavern-bedford-stuyvesant,"333 Nostrand Avenue, Brooklyn, NY 11216"
846,Samurai Papa BS,"594 Lafayette AveBedford-Stuyvesant, NY 11216",[Ramen],$$$,4.0 star rating,56 reviews,https://www.yelp.com/biz/samurai-papa-bs-bedford-stuyvesant,"333 Nostrand Avenue, Brooklyn, NY 11216"
847,Angela’s,"417 Nostrand AveBedford-Stuyvesant, NY 11216",[Caribbean],$$,4.5 star rating,66 reviews,https://www.yelp.com/biz/angelas-bedford-stuyvesant-2,"333 Nostrand Avenue, Brooklyn, NY 11216"
848,Dynaco,"1112 Bedford AveBrooklyn, NY 11216",[Bars],$$,4.0 star rating,81 reviews,https://www.yelp.com/biz/dynaco-brooklyn,"333 Nostrand Avenue, Brooklyn, NY 11216"
849,2 Baci Pizzeria,"345 Nostrand AveBedford-Stuyvesant, NY 11216",[Pizza],$,3.0 star rating,26 reviews,https://www.yelp.com/biz/2-baci-pizzeria-bedford-stuyvesant,"333 Nostrand Avenue, Brooklyn, NY 11216"
850,Roberta’s,"261 Moore StBrooklyn, NY 11206","[Pizza,, Italian]",$,4.0 star rating,1930 reviews,https://www.yelp.com/biz/robertas-brooklyn-2,"246 Seigel Street, Brooklyn, NY 11206"
851,Blanca,"261 Moore StBrooklyn, NY 11206","[American, (New)]",$,4.0 star rating,122 reviews,https://www.yelp.com/biz/blanca-brooklyn,"246 Seigel Street, Brooklyn, NY 11206"
852,Momo Sushi Shack,"43 Bogart StBrooklyn, NY 11206","[Japanese,, Sushi, Bars,, Asian, Fusion]",$$,4.0 star rating,580 reviews,https://www.yelp.com/biz/momo-sushi-shack-brooklyn,"246 Seigel Street, Brooklyn, NY 11206"
