|amt_pledged|blurb|category|new_category|currency|goal|location|num_backers|num_backers_tier|pledge_tier|title|url|exchange_rate|pledged_USD|goal_USD|percent_received|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days|tier_amt_lower_50|tier_amt_51_250|tier_amt_251_500|tier_amt_501_750|tier_amt_751_1000|tier_amt_1001_more|min_tier_amount|max_tier_amount|avg_tier_amount|median_tier_amount|avg_num_backers_tier|median_num_backers_tier|num_backers_bin|tier_backer_ratio|num_tiers|num_tiers_with_backers|project_updated|unique_words_ratio
391|66804.0|chameleon is an android tablet home screen that changes to fit your lifestyle always relevant immediately valuable|Technology|Technology|usd|30000.0|Ottawa, Canada|6420|[31, 2975, 2549, 706, 125, 18, 4, 0, 0, 0]|[1.0, 5.0, 10.0, 25.0, 50.0, 60.0, 100.0, 450.0, 1000.0, 5000.0]|chameleon  a better home screen for your android tablet|/projects/gaborvida/chameleon-a-better-home-screen-for-your-android-ta-0|1.0|66804.0|30000.0|222.68|high|2|low|0|gaborvida|Gabor Vida - Teknision|Canada|2012-06-14|2012-07-04|20|5|2|1|0|1|2|1.0|5000.0|670.1|55.0|640.8|24.5|1|[0.4837702871410736, 46.42634207240949, 39.778401997503124, 11.017478152309614, 1.9506866416978776, 0.2808988764044944, 0.062421972534332085, 0.0, 0.0, 0.0]|10|7|0|1.0
392|132689.0|new turnbased rpg from the creators of cthulhu saves the world inspired by chrono trigger phantasy star  suikoden pcmacps4vita|Video Games|Video Games|usd|100000.0|Lake Arrowhead, CA|6414|[102, 3457, 477, 722, 659, 443, 184, 148, 114, 45, 29, 3, 0, 6, 1, 4, 0, 1, 0, 3]|[1.0, 10.0, 15.0, 20.0, 25.0, 30.0, 40.0, 50.0, 75.0, 100.0, 100.0, 200.0, 350.0, 350.0, 350.0, 500.0, 500.0, 750.0, 1500.0, 3000.0]|cosmic star heroine scifispy rpg for pcmacps4vita|/projects/1596638143/cosmic-star-heroine-sci-fi-spy-rpg-for-pc-mac-ps4|1.0|132689.0|100000.0|132.689|dreaming|3|high|2|1596638143|Zeboyd Games|USA|2013-10-01|2013-10-31|30|8|4|5|1|0|2|1.0|3000.0|398.3|100.0|319.9|37.0|1|[1.5942482025633011, 54.03251015942482, 7.45545482963426, 11.284776492653954, 10.300093779306033, 6.9240387621131605, 2.875898718349484, 2.313222882150672, 1.7818068146295718, 0.7033447952485151, 0.45326664582682086, 0.046889653016567674, 0.0, 0.09377930603313535, 0.01562988433885589, 0.06251953735542357, 0.0, 0.01562988433885589, 0.0, 0.046889653016567674]|20|17|0|0.95
393|187706.0|a retro scifi strategy survival game with base building tactical combat crew management and emergent storytelling|Video Games|Video Games|cad|40000.0|Toronto, Canada|6396|[2835, 1505, 250, 783, 249, 405, 77, 122, 58, 39, 20, 9, 3, 2, 1]|[12.0, 16.0, 19.0, 23.0, 35.0, 39.0, 55.0, 78.0, 94.0, 118.0, 197.0, 395.0, 792.0, 1981.0, 3963.0]|halcyon 6 starbase commander|/projects/kenseto/halcyon-6-starbase-commander|0.75|140779.5|30000.0|469.265|high|2|low|0|kenseto|Massive Damage, Inc.|Canada|2015-03-10|2015-04-09|30|7|4|1|1|0|2|12.0|2972.25|390.8475|58.5|423.87|77.0|1|[44.58949355143127, 23.670965712488204, 3.9320541050644855, 12.31519345706197, 3.916325888644228, 6.369927650204467, 1.2110726643598615, 1.918842403271469, 0.9122365523749607, 0.6134004403900598, 0.31456432840515886, 0.14155394778232147, 0.04718464926077383, 0.031456432840515886, 0.015728216420257943]|15|15|0|1.0
394|139768.0|the smallest bottle opener around 100 titanium and made in the usa|Product Design|Product Design|usd|3000.0|Raleigh, NC|6362|[75, 3631, 200, 2025, 333, 66]|[9.0, 11.0, 16.0, 28.0, 56.0, 65.0]|pico titanium micro bottle opener|/projects/pangeadesigns/pico-titanium-micro-bottle-opener|1.0|139768.0|3000.0|4658.93333333|low|0|low|0|pangeadesigns|Pangea Designs: Michael Dickson|USA|2015-03-23|2015-04-22|30|4|2|0|0|0|0|9.0|65.0|30.83|22.0|1055.0|266.5|1|[1.1848341232227488, 57.36176935229068, 3.15955766192733, 31.990521327014214, 5.260663507109005, 1.042654028436019]|6|6|0|0.916666666667
395|264762.0|ttws is releasing their first album in 16 years new constellation and we want you to be a part of it|Rock|Documentary|usd|50000.0|Santa Barbara, CA|6304|[134, 527, 1854, 2178, 512, 312, 180, 5, 12, 190, 31, 35, 90, 66, 31, 71, 43, 4, 5, 5, 0, 0]|[1.0, 10.0, 15.0, 25.0, 50.0, 50.0, 50.0, 75.0, 75.0, 100.0, 100.0, 125.0, 150.0, 200.0, 250.0, 250.0, 500.0, 1500.0, 1500.0, 1500.0, 5000.0, 10000.0]|new studio album from toad the wet sprocket|/projects/toadthewetsprocket/new-studio-album-from-toad-the-wet-sprocket|1.0|264762.0|50000.0|529.524|high|2|medium|1|toadthewetsprocket|Toad The Wet Sprocket|USA|2013-06-05|2013-08-04|60|7|9|1|0|0|5|1.0|10000.0|978.45|112.5|285.68|54.5|1|[2.1320604614160703, 8.385043754972155, 29.498806682577566, 34.653937947494036, 8.146380270485283, 4.964200477326969, 2.863961813842482, 0.07955449482895784, 0.1909307875894988, 3.023070803500398, 0.49323786793953855, 0.5568814638027049, 1.431980906921241, 1.0501193317422435, 0.49323786793953855, 1.1296738265712012, 0.6841686555290374, 0.06364359586316627, 0.07955449482895784, 0.07955449482895784, 0.0, 0.0]|22|20|0|1.0
396|1021583.0|worlds first solar charger that can be placed inside your note or  planner it is a paper thin and ultra light weight solar charger|Gadgets|Gadgets|usd|50000.0|Chicago, IL|6297|[227, 300, 300, 328, 299, 298, 379, 499, 498, 1000, 895, 100, 100, 300, 677, 50, 10, 0]|[1.0, 69.0, 79.0, 89.0, 99.0, 109.0, 119.0, 129.0, 139.0, 139.0, 149.0, 180.0, 240.0, 240.0, 240.0, 450.0, 1000.0, 10000.0]|solar paper the worlds thinnest and lightest solar charger|/projects/1398120161/solar-paper-the-worlds-thinnest-and-lightest-solar|1.0|1021583.0|50000.0|2043.166|high|2|medium|1|1398120161|YOLK|USA|2015-07-07|2015-08-20|43|1|14|1|0|1|2|1.0|10000.0|748.39|139.0|347.78|300.0|1|[3.626198083067093, 4.792332268370607, 4.792332268370607, 5.23961661341853, 4.776357827476038, 4.76038338658147, 6.054313099041534, 7.9712460063897765, 7.955271565495208, 15.974440894568689, 14.297124600638977, 1.5974440894568689, 1.5974440894568689, 4.792332268370607, 10.814696485623003, 0.7987220447284344, 0.1597444089456869, 0.0]|18|17|0|0.92
397|271726.0|defense grid set the standard for tower defense games and now were giving you the power to make defense grid 2 real for everyone|Video Games|Video Games|usd|250000.0|Bellevue, WA|6291|[2852, 500, 950, 219, 498, 209, 5, 14, 114, 5, 11, 47, 240, 120, 16, 16, 100, 75, 14, 53, 3, 24, 24, 25, 31, 3, 5, 10, 2, 0, 0, 0]|[15.0, 20.0, 30.0, 50.0, 55.0, 60.0, 70.0, 75.0, 80.0, 90.0, 95.0, 100.0, 105.0, 106.0, 107.0, 108.0, 110.0, 120.0, 150.0, 175.0, 195.0, 205.0, 220.0, 225.0, 225.0, 250.0, 325.0, 500.0, 1000.0, 2000.0, 5000.0, 10000.0]|defense grid 2|/projects/hiddenpath/defense-grid-2|1.0|271726.0|250000.0|108.6904|dreaming|3|dreaming|3|hiddenpath|Hidden Path Entertainment, AMD & Razer|USA|2012-07-10|2012-08-14|35|4|22|2|0|1|4|15.0|10000.0|683.31|109.0|193.28|24.0|1|[46.11156022635408, 8.084074373484237, 15.359741309620048, 3.5408245755860954, 8.051738075990299, 3.3791430881164106, 0.08084074373484236, 0.22635408245755861, 1.8431689571544059, 0.08084074373484236, 0.17784963621665317, 0.7599029911075181, 3.8803556992724335, 1.9401778496362168, 0.2586903799514956, 0.2586903799514956, 1.6168148746968474, 1.2126111560226354, 0.22635408245755861, 0.8569118835893291, 0.04850444624090541, 0.3880355699272433, 0.3880355699272433, 0.40420371867421184, 0.5012126111560227, 0.04850444624090541, 0.08084074373484236, 0.16168148746968472, 0.03233629749393695, 0.0, 0.0, 0.0]|32|29|0|0.791666666667
398|108398.0|unique fps survival focusing on teamwork fortification creativity and strategy secure a structure or roam free the choice is yours|Video Games|Video Games|gbp|12000.0|Hull, UK|6262|[18, 712, 497, 3605, 842, 333, 100, 75, 23, 8, 2, 1]|[5.0, 10.0, 17.0, 24.0, 41.0, 48.0, 100.0, 120.0, 249.0, 429.0, 858.0, 1716.0]|survive the nights u2014 multiplayer  survival  sandbox|/projects/697158346/survive-the-nights|1.25|135497.5|15000.0|903.316666667|medium|1|low|0|697158346|a2z(Interactive);|USA|2014-07-11|2014-08-10|30|4|4|1|1|0|2|5.0|2145.0|376.775|92.5|518.0|87.5|1|[0.28957528957528955, 11.454311454311455, 7.995495495495495, 57.9954954954955, 13.545688545688545, 5.357142857142857, 1.6087516087516087, 1.2065637065637065, 0.37001287001287003, 0.1287001287001287, 0.032175032175032175, 0.016087516087516088]|12|12|0|1.0
399|362679.0|brew great tasting loose leaf tea anywhere without having to bring your kitchen along for the ride|Product Design|Product Design|usd|20000.0|Seattle, WA|6248|[100, 3403, 35, 2405, 11, 214, 32]|[27.0, 29.0, 56.0, 56.0, 140.0, 140.0, 280.0]|imbue  the magnetic tea infusing vessel|/projects/1847552530/imbue-the-magnetic-tea-infusing-vessel|1.0|362679.0|20000.0|1813.395|high|2|low|0|1847552530|Imbue LLC|USA|2015-05-04|2015-06-03|30|2|4|1|0|0|0|27.0|280.0|104.0|56.0|885.71|100.0|1|[1.6129032258064515, 54.887096774193544, 0.564516129032258, 38.79032258064516, 0.1774193548387097, 3.4516129032258065, 0.5161290322580645]|7|7|0|1.0
400|203488.0|the slim wallet is a superthin cardcarrying overachiever designed for minimalists|Product Design|Product Design|usd|10000.0|Minneapolis, MN|6237|[250, 4969, 650, 330]|[20.0, 25.0, 50.0, 100.0]|slim the thinnest wallet ever|/projects/supr/slim-the-thinnest-wallet-ever|1.0|203488.0|10000.0|2034.88|medium|1|low|0|supr|Supr Good Co.|USA|2012-08-06|2012-09-05|30|3|1|0|0|0|0|20.0|100.0|48.75|37.5|1549.75|490.0|1|[4.0329085336344574, 80.15809001451846, 10.485562187449588, 5.323439264397484]|4|4|0|1.0
401|259933.0|refillable fineliners combined with super strong neodymium magnets colouring is just the beginning|Product Design|Product Design|gbp|7000.0|London, UK|6219|[192, 120, 2131, 120, 2581, 740, 306]|[1.43, 29.0, 34.0, 48.0, 54.0, 63.0, 88.0]|magnetipsu2122  incredible magnetic pens|/projects/1924544760/magnetipstm-incredible-magnetic-pens|1.25|324916.25|8750.0|3713.32857143|medium|1|low|0|1924544760|Typica|USA|2016-02-02|2016-03-10|37|3|4|0|0|0|0|1.43|110.0|56.6875|60.0|884.29|306.0|1|[3.101777059773829, 1.938610662358643, 34.4264943457189, 1.938610662358643, 41.69628432956382, 11.954765751211632, 4.94345718901454]|7|7|0|1.0
402|305360.0|a digital card and board game of heroes and highadventure set in the fairytale animal kingdom of armello|Video Games|Video Games|aud|200000.0|Melbourne, AU|6213|[2182, 377, 248, 304, 500, 1850, 250, 61, 147, 32, 70, 33, 52]|[14.0, 23.0, 33.0, 33.0, 42.0, 51.0, 79.0, 88.0, 135.0, 186.0, 186.0, 279.0, 464.0]|armello  bringing tabletop adventures to life|/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life|0.77|235127.2|154000.0|152.68|dreaming|3|high|2|leagueofgeeks|League of Geeks|USA|2014-04-08|2014-05-08|30|6|6|1|0|0|0|14.0|357.28|95.5416|60.83|469.69|248.0|1|[35.735342286275795, 6.174254831313462, 4.061578774975434, 4.978709466098919, 8.188666885031116, 30.29806747461513, 4.094333442515558, 0.9990173599737963, 2.4074680641991484, 0.5240746806419915, 1.1464133639043563, 0.5404520144120537, 0.8516213560432362]|13|13|0|0.888888888889
403|32283.0|a winter themed promo pack to thank dungeon roll fans 4 legendary heroes and 12 treasures… pay what you want|Tabletop Games|Tabletop Games|usd|3000.0|Mountain Green, UT|6206|[4031, 2057, 114]|[2.0, 3.0, 20.0]|dungeon roll  winter promo pack|/projects/michaelmindes/dungeon-roll-winter-promo-pack-0|1.0|32283.0|3000.0|1076.1|low|0|low|0|michaelmindes|Michael Mindes|USA|2013-11-04|2013-11-19|14|3|0|0|0|0|0|2.0|20.0|8.33|3.0|2067.33|2057.0|1|[64.99516285069332, 33.166720412770076, 1.8381167365366011]|3|3|0|1.0
404|143498.0|harbour is an easy to learn lighthearted fantasy card game for 24 players packing a punch in 1015 min per player—only 20|Tabletop Games|Tabletop Games|usd|15000.0|Mountain Green, UT|6199|[2435, 3729]|[20.0, 20.0]|harbour  master markets in a fantasy port|/projects/michaelmindes/harbour-master-markets-in-a-fantasy-port|1.0|143498.0|15000.0|956.653333333|medium|1|low|0|michaelmindes|Michael Mindes|USA|2014-06-16|2014-07-17|30|2|0|0|0|0|0|20.0|20.0|20.0|20.0|3082.0|3082.0|1|[39.50356911096691, 60.49643088903309]|2|2|0|1.0
405|134236.0|the cosmonaut is a minimal widegrip capacitive stylus for touch screens perfect for sketching and doodling on any tablet|Design|Design|usd|50000.0|New York, NY|6192|[3000, 2623, 509]|[1.0, 25.0, 50.0]|the cosmonaut  a widegrip stylus for touch screens|/projects/danprovost/the-cosmonaut-a-wide-grip-stylus-for-touch-screens|1.0|134236.0|50000.0|268.472|high|2|medium|1|danprovost|Dan Provost & Tom Gerhardt|USA|2011-03-28|2011-04-20|23|3|0|0|0|0|0|1.0|50.0|25.33|25.0|2044.0|2623.0|1|[48.92367906066536, 42.77560339204175, 8.300717547292889]|3|3|0|0.947368421053
406|140377.0|everyone can now record smooth and shake free video never watch jittery video again pocketsized most affordable and easy to use|Product Design|Product Design|gbp|10000.0|London, UK|6175|[33, 500, 500, 500, 500, 926, 2202, 202, 642, 27, 129]|[1.41, 16.0, 17.0, 18.0, 20.0, 21.0, 23.0, 35.0, 38.0, 71.0, 78.0]|smoovie  super steady video for your smartphone and gopro|/projects/smoovie/smoovie-super-steady-video-for-your-smartphone-and|1.25|175471.25|12500.0|1403.77|medium|1|low|0|smoovie|Smoovie|USA|2016-04-12|2016-05-12|30|9|2|0|0|0|0|1.41|97.5|38.45|26.25|560.09|500.0|1|[0.5356273332251258, 8.115565654926149, 8.115565654926149, 8.115565654926149, 8.115565654926149, 15.030027592923226, 35.740951144294755, 3.278688524590164, 10.420386300925175, 0.438240545366012, 2.0938159389709465]|11|11|0|0.904761904762
407|716791.0|brixo building blocks bring your designs to life with electronic sensors motors and connected apps|DIY Electronics|Wearables|usd|50000.0|Tel Aviv, Israel|6171|[78, 50, 558, 100, 1675, 1340, 620, 1641, 10, 10]|[10.0, 29.0, 35.0, 49.0, 59.0, 89.0, 129.0, 159.0, 800.0, 1280.0]|brixo  building blocks meet electricity and iot|/projects/1068475467/brixo-building-blocks-meet-electricity-and-iot|1.0|716791.0|50000.0|1433.582|high|2|medium|1|1068475467|Boaz Almog|Israel|2016-03-22|2016-05-11|50|4|4|0|0|1|1|10.0|1280.0|263.9|74.0|608.2|329.0|1|[1.2824728707661954, 0.8220979940808945, 9.174613613942782, 1.644195988161789, 27.540282801709964, 22.032226241367972, 10.194015126603091, 26.98125616573496, 0.1644195988161789, 0.1644195988161789]|10|10|0|1.0
408|171315.0|a pulltab minimalist wallet that offers a slim profile and easy access to all your cards|Accessories|Design|usd|10000.0|Salt Lake City, UT|6158|[7, 200, 100, 2817, 758, 1816, 364, 74]|[5.0, 12.0, 16.0, 18.0, 20.0, 30.0, 55.0, 100.0]|basics slim minimalist wallet with easy access to all cards|/projects/1131502390/basics-slim-minimalist-wallet-with-easy-access-to|1.0|171315.0|10000.0|1713.15|medium|1|low|0|1131502390|Jon Richards & Jacob Durham|USA|2014-09-30|2014-10-30|30|6|2|0|0|0|0|5.0|100.0|32.0|19.0|767.0|282.0|1|[0.11408083441981746, 3.259452411994785, 1.6297262059973925, 45.90938722294655, 12.353324641460235, 29.595827900912646, 5.932203389830509, 1.2059973924380705]|8|8|0|0.9375
409|186158.0|jump dash and twirl through a dual dreamscape and warp it at will for pc|Video Games|Video Games|usd|150000.0|Offenburg, Germany|6149|[2558, 502, 1824, 56, 256, 170, 256, 62, 28, 20, 3, 114, 135, 35, 23, 12, 4, 0, 0]|[10.0, 15.0, 25.0, 35.0, 40.0, 50.0, 60.0, 60.0, 80.0, 90.0, 99.0, 100.0, 150.0, 250.0, 300.0, 500.0, 1000.0, 5000.0, 10000.0]|giana sisters twisted dreams|/projects/project-giana/project-giana|1.0|186158.0|150000.0|124.105333333|dreaming|3|high|2|project-giana|Black Forest Games|Germany|2012-07-30|2012-08-31|32|6|8|2|0|1|3|10.0|10000.0|940.21|90.0|318.84|56.0|1|[42.2251568174315, 8.28656322218554, 30.108946847144274, 0.924397490921096, 4.225817101353583, 2.806206668867613, 4.225817101353583, 1.0234400792340705, 0.462198745460548, 0.3301419610432486, 0.04952129415648729, 1.8818091779465171, 2.228458237041928, 0.5777484318256851, 0.37966325519973587, 0.19808517662594916, 0.06602839220864973, 0.0, 0.0]|19|17|0|0.933333333333
410|1327559.0|a customizable robo lamp with 2 led light sources one rgb controlled by mobile and a clear one controlled by touch|Design|Design|usd|30000.0|San Francisco, CA|6148|[75, 1769, 75, 700, 75, 2932, 93, 80, 255]|[139.0, 149.0, 159.0, 169.0, 169.0, 179.0, 349.0, 525.0, 595.0]|the lampster  a lamp with attitude|/projects/1284726646/the-lampster-a-lamp-with-attitude|1.0|1327559.0|30000.0|4425.19666667|high|2|low|0|1284726646|Radu & Andrew|USA|2015-11-09|2015-12-21|41|0|6|1|2|0|0|139.0|595.0|270.33|169.0|672.67|93.0|1|[1.2388503468780971, 29.220350181698052, 1.2388503468780971, 11.562603237528906, 1.2388503468780971, 48.43078956062108, 1.5361744301288405, 1.3214403700033037, 4.2120911793855305]|9|9|0|0.809523809524
411|467833.0|perfect posture effortlessly backbone aligns  supports your posture notifies you whenever you slouch  reminds you to take a break|Wearables|Wearables|usd|24999.0|San Francisco, CA|6146|[104, 4185, 716, 37, 503, 11, 315, 216, 36, 3]|[1.0, 49.0, 49.0, 49.0, 69.0, 69.0, 99.0, 119.0, 239.0, 1199.0]|backbone the worlds first complete smart posture support|/projects/gobackbone/backbone-the-smart-easy-way-to-a-healthy-back|1.0|467833.0|24999.0|1871.40685627|high|2|low|0|gobackbone|Bifrost Biotech, Inc.|USA|2016-03-31|2016-05-03|33|4|5|0|0|0|1|1.0|1199.0|194.2|69.0|612.6|160.0|1|[1.6976820111002284, 68.31537708129285, 11.68788769180542, 0.6039830231798891, 8.21090434214822, 0.17956252040483187, 5.14201762977473, 3.525954946131244, 0.5876591576885406, 0.04897159647404505]|10|10|0|0.809523809524
412|722622.0|evil dead 2 the official board game is a tile and miniature based survival horror game for 26 players based on the classic movie  late pledge available until oct 31st|Tabletop Games|Tabletop Games|usd|70000.0|Bellingham, WA|6143|[79, 30, 141, 1996, 3112, 573, 14, 30, 32, 17, 3, 4, 1, 3]|[5.0, 10.0, 60.0, 70.0, 80.0, 175.0, 180.0, 245.0, 280.0, 500.0, 500.0, 1000.0, 1750.0, 2500.0]|evil dead 2 the official board game|/projects/evildead2/evil-dead-2-the-official-board-game|1.0|722622.0|70000.0|1032.31714286|dreaming|3|medium|1|evildead2|Space Goat Productions, Inc.|USA|2016-07-06|2016-08-10|34|2|6|3|0|1|3|5.0|2500.0|525.36|212.5|431.07|30.0|1|[1.3090306545153272, 0.4971002485501243, 2.3363711681855843, 33.07373653686827, 51.565865782932896, 9.494614747307374, 0.231980115990058, 0.4971002485501243, 0.5302402651201326, 0.28169014084507044, 0.04971002485501243, 0.06628003314001657, 0.016570008285004142, 0.04971002485501243]|14|14|0|0.9
413|48339.0|province is an quicktolearn eurogame that you can fit in your pocket play it between games or make a night of it|Tabletop Games|Tabletop Games|usd|5000.0|Seattle, WA|6138|[4751, 956, 189, 226, 11]|[5.0, 10.0, 15.0, 20.0, 50.0]|province  a competitive building microgame for 2 players|/projects/laboratory/province-a-competitive-building-microgame-for-2-pl|1.0|48339.0|5000.0|966.78|low|0|low|0|laboratory|Laboratory|USA|2014-02-11|2014-03-02|19|5|0|0|0|0|0|5.0|50.0|20.0|15.0|1226.6|226.0|1|[77.46616663949128, 15.587803684982878, 3.0816892222403394, 3.6849828795043207, 0.17935757378118375]|5|5|0|0.954545454545
414|261148.0|the memobottle is a slim reusable bottle designed to fit in your bag or even your pocket together we can reduce the consumption of singleuse bottles|Product Design|Product Design|aud|15000.0|Melbourne, AU|6118|[140, 13, 4, 800, 2325, 397, 146, 48, 25, 727, 892, 17, 50, 271, 164, 12, 15, 7, 2, 0]|[5.0, 8.0, 11.0, 20.0, 21.0, 30.0, 30.0, 31.0, 31.0, 41.0, 42.0, 60.0, 60.0, 65.0, 82.0, 119.0, 119.0, 233.0, 466.0, 931.0]|memobottleu2122  slim premium reusable bottles|/projects/1645027465/memobottle-a4-a5-and-letter-reusable-water-bottles|0.77|201083.96|11550.0|1740.98666667|medium|1|low|0|1645027465|memobottle|USA|2014-08-28|2014-10-12|45|13|4|1|1|0|0|5.0|716.87|92.5925|31.955|302.75|49.0|1|[2.312138728323699, 0.21469859620148637, 0.06606110652353427, 13.212221304706853, 38.39801816680429, 6.556564822460777, 2.4112303881090007, 0.7927332782824111, 0.41288191577208916, 12.006606110652353, 14.731626754748142, 0.28075970272502065, 0.8257638315441783, 4.475639966969447, 2.708505367464905, 0.19818331957060278, 0.2477291494632535, 0.11560693641618498, 0.03303055326176713, 0.0]|20|19|0|0.923076923077
415|264860.0|help the rifftraxmst3k guys get twilight to riff for their next nationwide simulcast live show|Film &amp; Video|Documentary|usd|55000.0|San Diego, CA|6113|[163, 114, 101, 90, 708, 472, 427, 286, 1134, 889, 374, 334, 87, 273, 161, 310, 19, 20, 20, 19, 4, 1, 15, 4]|[2.0, 5.0, 5.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 50.0, 60.0, 75.0, 100.0, 125.0, 200.0, 200.0, 225.0, 225.0, 1000.0, 1000.0, 1500.0, 2000.0]|rifftrax wants to riff twilight live in theaters nationwide|/projects/rifftrax/rifftrax-wants-to-riff-twilight-live-in-theaters-n|1.0|264860.0|55000.0|481.563636364|dreaming|3|medium|1|rifftrax|RiffTrax: Mike, Bill & Kevin|USA|2013-02-25|2013-03-27|30|12|8|0|0|2|4|2.0|2000.0|289.67|55.0|251.04|137.5|1|[2.7053941908713695, 1.8921161825726143, 1.6763485477178424, 1.4937759336099585, 11.751037344398341, 7.83402489626556, 7.0871369294605815, 4.746887966804979, 18.821576763485474, 14.7551867219917, 6.20746887966805, 5.54356846473029, 1.4439834024896265, 4.531120331950207, 2.672199170124481, 5.145228215767634, 0.3153526970954357, 0.33195020746887965, 0.33195020746887965, 0.3153526970954357, 0.06639004149377593, 0.016597510373443983, 0.24896265560165973, 0.06639004149377593]|24|24|0|1.0
416|652828.0|noke end the frustration of losing keys and forgetting combinations forever noke is the smartest padlock ever made know who when and where your lock was used|Gadgets|Gadgets|usd|100000.0|Draper, UT|6108|[2171, 1340, 852, 826, 380, 153, 129, 44, 41, 28]|[59.0, 79.0, 108.0, 138.0, 145.0, 195.0, 239.0, 319.0, 449.0, 599.0]|noke the worlds smartest padlock|/projects/fuzdesigns/noke-the-worlds-first-bluetooth-padlock|1.0|652828.0|100000.0|652.828|dreaming|3|high|2|fuzdesigns|FŪZ Designs|USA|2014-08-18|2014-09-17|30|0|7|2|1|0|0|59.0|599.0|233.0|170.0|596.4|266.5|1|[36.40174379610999, 22.468142186452045, 14.285714285714285, 13.849765258215962, 6.371562709590879, 2.5653923541247488, 2.162977867203219, 0.7377598926894702, 0.687458081824279, 0.4694835680751174]|10|10|0|0.888888888889
417|459147.0|expands the universe of xia prepainted miniatures new sectors new missions a 15 player sandboxstyle space adventure|Tabletop Games|Tabletop Games|usd|40000.0|Lincoln City, OR|6100|[129, 2183, 1925, 716, 1133]|[1.0, 39.0, 59.0, 115.0, 135.0]|xia embers of a forsaken star|/projects/1438045410/xia-embers-of-a-forsaken-star|1.0|459147.0|40000.0|1147.8675|high|2|low|0|1438045410|Far Off Games|USA|2016-05-31|2016-06-21|21|2|3|0|0|0|0|1.0|135.0|69.8|59.0|1217.2|1133.0|1|[2.1196187972395664, 35.869208018402894, 31.62997042392376, 11.76470588235294, 18.61649687808084]|5|5|0|0.941176470588
418|409150.0|herou is a turnbased pc rpg with adventure game puzzles and immersive story by the awardwinning designers of quest for glory|Video Games|Video Games|usd|400000.0|San Francisco, CA|6093|[69, 3299, 893, 599, 156, 284, 145, 98, 186, 57, 39, 126, 33, 6, 19, 5, 3, 3, 0, 2]|[5.0, 20.0, 35.0, 50.0, 65.0, 75.0, 100.0, 125.0, 150.0, 175.0, 200.0, 250.0, 500.0, 1000.0, 1050.0, 2000.0, 2500.0, 2500.0, 5000.0, 7500.0]|herou rogue to redemption by corey and lori ann cole|/projects/transolargames/hero-u-rogue-to-redemption|1.0|409150.0|400000.0|102.2875|dreaming|3|dreaming|3|transolargames|Corey Cole|USA|2012-10-19|2012-11-20|32|4|8|1|0|1|7|5.0|7500.0|1165.0|187.5|301.1|63.0|1|[1.1457987379608103, 54.78246429757556, 14.828960478246431, 9.946861507804716, 2.590501494520093, 4.716041182331451, 2.4078379275988047, 1.6273663234805713, 3.0886748588508803, 0.9465293922284954, 0.6476253736300233, 2.0923281301893057, 0.5479907007638658, 0.09963467286615742, 0.3155097974094985, 0.08302889405513118, 0.04981733643307871, 0.04981733643307871, 0.0, 0.033211557622052475]|20|19|0|1.0
419|228526.0|burgle bros is a cooperative heist boardgame where players use unique powers to avoid guards navigate alarms and get out|Tabletop Games|Tabletop Games|usd|10000.0|Mission Viejo, CA|6093|[118, 5441, 427, 50, 12]|[5.0, 29.0, 34.0, 99.0, 209.0]|burgle bros  a cooperative heist boardgame|/projects/fowers/burgle-bros-a-cooperative-heist-boardgame|1.0|228526.0|10000.0|2285.26|medium|1|low|0|fowers|Tim Fowers|USA|2015-03-05|2015-04-04|30|3|2|0|0|0|0|5.0|209.0|75.2|34.0|1209.6|118.0|1|[1.951058201058201, 89.96362433862434, 7.060185185185184, 0.8267195767195766, 0.1984126984126984]|5|5|0|1.0
420|926960.0|the most funded timepiece project in crowdfunding history|Design|Design|eur|25000.0|Milan, Italy|6090|[490, 237, 3049, 1720, 301, 151, 95]|[106.0, 117.0, 117.0, 203.0, 299.0, 396.0, 578.0]|redefining italian luxury watch  filippo loreti|/projects/2050848594/redefining-italian-luxury-watches|1.09|1010386.4|27250.0|3707.84|high|2|low|0|2050848594|Danielius & Matas|Italy|2015-11-17|2015-12-17|30|0|4|2|1|0|0|106.0|630.02|282.7787|221.27|863.29|301.0|1|[8.108555353301341, 3.921893099453914, 50.45507198411385, 28.462684097302667, 4.980969717027967, 2.4987588945887804, 1.5720668542114842]|7|7|0|1.0
