,Job_Title,Location,Company,Salary,No_of_Reviews,Company_Ratings,Job_Summary,Salary_Lower,Salary_Higher,State,City
121,Research Analyst,"Chicago, IL",InsightsNow Inc.,50000.0,None,None,Must have previous experience using Confirmit or other similar survey programming and data collection platforms....,50000.0,50000.0,IL,Chicago
122,Quantitative Risk Analyst,"Chicago, IL",Huxley Banking & Financial Services,110000.0,None,None,"My Client, a leading Global Financial Institution is looking to hire a Quantitative Risk Analyst to join their team. The Quantitative Risk Analyst will be",110000.0,110000.0,IL,Chicago
123,Machine Learning Engineer,"Chicago, IL",Jobspring Partners,110000.0,12.0,40.8,We’ve just received our second round of funding and are excited to put it to good use by bringing on some smart and talented Data Scientists....,100000.0,120000.0,IL,Chicago
124,Quantitative Analyst,"Chicago, IL 60611 (Near North Side area)",Silva Capital Management,125000.0,None,None,Silva Capital Management is looking for a junior quantitative analyst whose roles will include modeling stochastic risk factors underlying derivative trades,125000.0,125000.0,IL,"Chicago, IL 60611 (Near North Side area"
125,Software Scientist,"Chicago, IL",Jobspring Partners,85000.0,12.0,40.8,This mid-sized start needs help building out their product data platform on the backend using Java. New role with a new company....,75000.0,95000.0,IL,Chicago
126,Market Research Analyst - (Quantitative Research Focus),"Chicago, IL",Creative Circle,70000.0,None,None,"Perform quality control checks of survey websites &amp; data. Working closely with the Market Research Director, you will help carry out quantitative research by...",70000.0,70000.0,IL,Chicago
127,Statistical Research Scientist,"Chicago, IL",Smith Hanley Associates,82500.0,12.0,51.6,"Statistical Research Scientist. Provide forecasting of future trends, predictive modeling, sampling, and data estimation....",75000.0,90000.0,IL,Chicago
128,STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA",TERADEEP INC.,140000.0,None,None,Large Scale Data Extraction and Preparation. Develops Deep Learning HW &amp; SW Acceleration solutions for datacenter applications....,120000.0,160000.0,CA,Campbell
129,Principal Data Scientist160000,"Belmont, CA",Workbridge Associates,140000.0,25.0,41.4,"Currently, they are looking to add a Senior Data Scientist to their team that has good experience working with machine-learning technologies, and other big-data...",120000.0,160000.0,CA,Belmont
130,Data Scientist (Natural Language Processing),"Brisbane, CA",Corporate Labs Technology,145000.0,None,None,"Natural Language Processing Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",110000.0,180000.0,CA,Brisbane
131,Data Scientist,"San Francisco, CA",Workbridge Associates,125000.0,25.0,41.4,"MS in similar program with 2+ years of experience in Data Scientist or Software Engineer role. Top startup in fashion, online retail, and personal styling has...",100000.0,150000.0,CA,San Francisco
132,Data Scientist (Machine Learning),"Brisbane, CA",Corporate Labs Technology,145000.0,None,None,"Machine Learning Developer Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",110000.0,180000.0,CA,Brisbane
133,Quantitative Analyst - model validation - Consultant,"Orange, CA","Intermedia Group, Inc.",102700.0,None,None,"Model risk management activities include model validation such as assessing the conceptual soundness, evaluating model assumptions and data integrity, testing...",102700.0,102700.0,CA,Orange
134,"Science / Engineering Support - $45,021.00","Irvine, CA 92612","Reagent World, Inc.",45021.0,None,None,This position involves mining the internet for pertinent information and efficient data saving and management. +++++++++++++++++++++++++++++++++++++++++++++++++...,45021.0,45021.0,CA,"Irvine, C"
135,Bioinformatics Scientists,"Aliso Viejo, CA",Workbridge Associates,92500.0,25.0,41.4,"At least 2 years of experience in Illumina sequencing data and bioinformatics pipelines for alignment, variant calling, and CNV analysis....",85000.0,100000.0,CA,Aliso Viejo
136,Molecular Laboratory Manager,"Irvine, CA",Lighthouse Recruiting,95000.0,None,None,Join our Medical Laboratory Scientists Groups:. Current California Clinical Laboratory Scientist (CLS) or Licensed Clinical Genetic Molecular Biologist (CGMB)....,90000.0,100000.0,CA,Irvine
137,Scientist,"Coral Gables, FL",University of Miami,108600.0,275.0,51.6,"The Scientist will assist core users in preparing data for submission of manuscripts and for scientific presentations using Power Point, and other graphics...",77600.0,139600.0,FL,Coral Gables
138,Statistical Operations Research Analyst,"Miami, FL",Smith Hanley Associates,85000.0,12.0,51.6,"Conduct analysis of business data to present insights. Execute operations research projects, manage data requirements, strategy, and delivery of results....",75000.0,95000.0,FL,Miami
139,Research Analyst,"Coral Gables, FL",University of Miami,46000.0,275.0,51.6,Ability to analyze data and formulate conclusions. The University of Miami is considered among the top tier institutions of higher education in the U.S....,32900.0,59100.0,FL,Coral Gables
140,Lead Research Analyst (Biostatistics),"Coral Gables, FL",University of Miami,93100.0,275.0,51.6,"This position is responsible for planning, implementing and analyzing data for research studies and writing manuscripts for publication....",77600.0,108600.0,FL,Coral Gables
141,Sr. Research Associate 1,"Coral Gables, FL",University of Miami,56000.0,275.0,51.6,Record and evaluate data in accordance with methods requested. Work collaboratively within team setting with scientists and post-doctoral associates and provide...,40000.0,72000.0,FL,Coral Gables
142,"Research Associate 2, SOM","Coral Gables, FL",University of Miami,46000.0,275.0,51.6,Record and evaluate data in accordance with methods requested. Work collaboratively within team setting with scientists and post-doctoral associates and provide...,32900.0,59100.0,FL,Coral Gables
143,Sr. Research Analyst,"Coral Gables, FL",University of Miami,56000.0,275.0,51.6,"The University of Miami is considered among the top tier institutions of higher education in the U.S. for its academic excellence, superior medical care, and",40000.0,72000.0,FL,Coral Gables
144,Assistant Scientist (Miami Project to Cure Paralysis),"Coral Gables, FL",University of Miami,75400.0,275.0,51.6,The University of Miami Miller School of Medicine's Miami Project to Cure Paralysis has an exciting career opportunity for an Assistant Scientist....,53900.0,96900.0,FL,Coral Gables
145,Research Associate 1,"Coral Gables, FL",University of Miami,46000.0,275.0,51.6,Record and evaluate data in accordance with methods requested. Work collaboratively within team setting with scientists and post-doctoral associates and provide...,32900.0,59100.0,FL,Coral Gables
146,Assistant Scientist/Postdoctoral Associate,"Coral Gables, FL",University of Miami,59450.0,275.0,51.6,This position interacts with an established group of research scientists in studies of spinal cord injury and neuromodulation in animal models including rodents...,53900.0,65000.0,FL,Coral Gables
147,Sr. Research Analyst / Pre-award Grants,"Coral Gables, FL",University of Miami,56000.0,275.0,51.6,"The University of Miami is considered among the top tier institutions of higher education in the U.S. for its academic excellence, superior medical care, and",40000.0,72000.0,FL,Coral Gables
148,Librarian Research Analyst,"Miami, FL",Morgan Stephens,80000.0,2.0,42.0,Looking for a Legal Librarian that will be responsible for conducting legal and due diligence research for the firm. This position will be maintaining and,75000.0,85000.0,FL,Miami
149,Financial Analyst (Clinical Research Revenue),"Coral Gables, FL",University of Miami,44875.0,275.0,51.6,"The University of Miami is considered among the top tier institutions of higher education in the U.S. for its academic excellence, superior medical care, and",38750.0,51000.0,FL,Coral Gables
150,"Digital Data Scientist, PM","Modesto, CA",All-In Analytics,115000.0,None,None,"Digital Data Scientist PM. Statistics, marketing research, digital data, data collection tools, monitoring data metrics, reporting and dashboarding KPIs....",100000.0,130000.0,CA,Modesto
151,Operations Data Scientist,"Modesto, CA",All-In Analytics,114500.0,None,None,Operations Data Scientist. Experience with Tableau or another data visualization tool. PhD....,99000.0,130000.0,CA,Modesto
152,Data Scientist,"San Jose, CA 95113 (Downtown area)",Jobspring Partners,165000.0,12.0,40.8,"A fast growing IoT Security company is looking for a Data Scientist and is willing to pay up to $180,000. There will be many roles filled over the next few...",150000.0,180000.0,CA,"San Jose, CA 95113 (Downtown area"
153,Data Scientist - Business Strategy - IoT,"Santa Clara, CA",Workbridge Associates,140000.0,25.0,41.4,"They have several Data Scientist openings, each with a different emphasis. At this $50B company with over 200,000 employees, in over 50 countries you will be...",120000.0,160000.0,CA,Santa Clara
154,Data Scientist,"Raleigh, NC",Veredus,110000.0,5.0,43.8,"Data Scientist Skills &amp; Requirements:. Data Scientist, Perm, Raleigh, NC $100-120K. DATA SCIENTIST – PERM – RALEIGH, NC....",100000.0,120000.0,NC,Raleigh
155,Senior Machine Learning Data Scientist,"Research Triangle Park, NC",All-In Analytics,150000.0,None,None,"Machine Learning Data Scientist. Forecasting, Statistical Modeling, building new data driven products. Sr....",140000.0,160000.0,NC,Research Triangle Park
156,Senior Data Scientist - Machine Learning,"Morrisville, NC",JBCconnect,160000.0,None,None,JBCconnect is seeking multiple Data Scientists to join a global technology company. Feed data into your latest ensemble model aimed at maximizing the return on...,160000.0,160000.0,NC,Morrisville
157,Research Technician,"Raleigh, NC",North Carolina State University,42389.0,419.0,52.1,"Experience with mentoring/management of junior scientists is desirable. Training, experience, and proven competence in molecular biology and data analysis....",24190.0,60588.0,NC,Raleigh
158,Full-Stack Developer (Software Engineer) for Digital Learnin...,"Raleigh, NC",North Carolina State University,74022.0,419.0,52.1,"Data visualization experience using D3, SVG , Canvas, WebGL, Three.js and/or other technologies. Ensuring data from all forms of testing is rapidly accessible...",43590.0,104454.0,NC,Raleigh
159,Associate Scientist,"Durham, NC",Piper Clinical Solutions,46000.0,None,None,Responsibilities for the Associate Scientist include:. Record and report data in compliance with GMP standards....,43000.0,49000.0,NC,Durham
160,Sr Software Engineer - Big Data/Machine Learning,"Raleigh-Durham, NC",PeopleScout,125000.0,None,None,Design and work with complex data models in the HPCC Big Data Platform.(or another big data platform. Strong understanding of normalized/dimensional data...,125000.0,125000.0,NC,Raleigh-Durham
161,Post Doctoral Scientist in Computational Genomics,"Raleigh, NC 27695 (West area)",North Carolina State University,40000.0,419.0,52.1,"Experiences in NGS library construction, data processing and analysis, and biostatistics analysis is essential. Essential Job Duties:....",40000.0,40000.0,NC,"Raleigh, NC 27695 (West area"
162,Front End Developer (Software Engineer) for Digital Learning...,"Raleigh, NC",North Carolina State University,58442.0,419.0,52.1,"Data visualization experience using D3, SVG , Canvas, WebGL, Three.js and/or other technologies. Ensure data from all forms of testing is rapidly accessible by...",36363.0,80521.0,NC,Raleigh
163,Lab Manager / Research Associate,"Chapel Hill, NC",UNC Catalyst for Rare Diseases,50000.0,None,None,Prepare posters and other materials for presentation of research data at scientific conferences. Report all data to all team members and present this work at...,50000.0,50000.0,NC,Chapel Hill
164,Data Analyst,"Wilmington, MA",US Engineering Technical Services,110000.0,None,None,"Data preparation, data visualization and presentation of data. ﻿Solve business related problems using advanced data analysis and data driven technologies....",110000.0,110000.0,MA,Wilmington
165,Research Analyst I,"Boston, MA",Commonwealth of Massachusetts,57786.0,134.0,51.0,"Compile data from source documents and convert to acceptable format via data entry, optical scanner and data software programs....",47860.0,67712.0,MA,Boston
166,Data Scientist,"Boston, MA 02116 (South End area)",Jobspring Partners,135000.0,12.0,40.8,"A software start up located in downtown Boston, is looking for a Senior Data Scientist. They are looking to add an experienced Data Scientist to help add...",120000.0,150000.0,MA,"Boston, MA 02116 (South End area"
167,Senior Data Scientist,"Boston, MA 02116 (South End area)",Jobspring Partners,150000.0,12.0,40.8,Senior Data Scientist Job Description. Looking for a Senior Data Scientist willing to pay up to $150K. Experience with data analytics....,150000.0,150000.0,MA,"Boston, MA 02116 (South End area"
168,Data Scientist,"Cambridge, MA",Strategic Employment Partners,112500.0,None,None,"Located in the Greater Boston area is looking for a sharp Data Scientist to add. Professional experience with data mining,....",90000.0,135000.0,MA,Cambridge
169,Research Scientist,"Boston, MA 02115 (Fenway-Kenmore area)",Northeastern University,60000.0,193.0,52.8,"Want to develop and apply algorithms for data analysis, machine learning and statistical inference. We are looking for researchers who enjoy working on...",60000.0,60000.0,MA,"Boston, MA 02115 (Fenway-Kenmore area"
170,Data Scientist,"Cambridge, MA 02141 (East Cambridge area)",The Centrics Group,110000.0,None,None,One of our top clients is looking to add a Data Scientist to their team in Cambridge MA Amazing opportunity! What we have to offer:....,110000.0,110000.0,MA,"Cambridge, MA 02141 (East Cambridge area"
171,Data Engineer,"Boston, MA",Harnham,160000.0,None,None,Work closely with data scientists to design and develop processes to help data science projects on a common data platform....,160000.0,160000.0,MA,Boston
172,Machine Learning Scientist,"Boston, MA","Human Capital Resource, LLC.",140000.0,None,None,"Digest complex data structures, perform statistical data reduction, summarization, normalization and multivariate data analyses and report findings using...",140000.0,140000.0,MA,Boston
173,Grants Administrator (Foundations),"Cambridge, MA 02138 (West Cambridge area)",Union of Concerned Scientists,52000.0,None,None,The Union of Concerned Scientists (UCS) is an independent national nonprofit whose scientists and engineers work to solve some of our planet's most pressing...,52000.0,52000.0,MA,"Cambridge, MA 02138 (West Cambridge area"
174,Principal Data Scientist,"Saint Paul, MN",Infinity Consulting Solutions,200000.0,6.0,43.8,"Data Scientist - Principal. Looking for a proven ""hands on” Data Scientist to build up a new practice within this cloud-based product division....",150000.0,250000.0,MN,Saint Paul
175,Python Developer,"Eden Prairie, MN",Infinity Consulting Solutions,112500.0,6.0,43.8,"Help make existing prototypes production ready, in close collaboration with our software developers and data scientists....",105000.0,120000.0,MN,Eden Prairie
176,Machine Learning Engineer,"Minneapolis, MN",Search Leaders,110000.0,None,None,"Proficient with Python and data science libraries. This position will work closely with engineering, product management, and business teams to measure, analyze,...",110000.0,110000.0,MN,Minneapolis
177,Sales Support Specialist,"Plymouth, MI 48170",Resinate Materials Group,45000.0,None,None,"Follow-up with scientists, lead chemists, and sales to drive completion of tasks. Manage the customer sample fulfillment process - Ensure all customer samples,...",45000.0,45000.0,MI,"Plymouth, M"
178,Cockpit Module Project Engineer,"Farmington Hills, MI",Altair Engineering,77315.0,22.0,53.4,"Must be proficient to create and understand engineering drawings and CAD data. Altair ProductDesign is a global, multi-disciplinary product development...",77315.0,77315.0,MI,Farmington Hills
179,Lead Data Scientist - Engineering/Internet of Things,"Detroit, MI",Momentum LLC,130000.0,None,None,"We are looking for a unique type of data scientist who has solid experience with technical data modeling, computer science, as well as a background in business,...",130000.0,130000.0,MI,Detroit
180,Data Scientist,"Dearborn, MI",Venteon,115000.0,5.0,39.0,"5+ years of experience as a data scientist or similar analytical role. Utilize large-scale data mining to discover actionable patterns in the data, be...",115000.0,115000.0,MI,Dearborn
181,Mechanical Engineer,"Auburn Hills, MI",Altair Engineering,88000.0,22.0,53.4,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers....",88000.0,88000.0,MI,Auburn Hills
182,Catastrophe Risk Analyst - Quantitative,"Detroit, MI",Selby Jennings,97500.0,None,None,This is for a Portfolio Analyst with one of the world’s largest asset managers - dedicated to natural catastrophe and weather related risk. Responsibilities,75000.0,120000.0,MI,Detroit
183,Mechanical Engineer,"Detroit, MI",Altair,88000.0,10.0,42.6,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers....",88000.0,88000.0,MI,Detroit
184,TMDL Lead (Environmental Specialist 4),"Bellevue, WA",State of Washington,55548.0,76.0,42.0,"Performing field surveys or studies, 2) responding to complaints involving scientific or technical content, 3) preparing public meetings and hearings, 4)...",48060.0,63036.0,WA,Bellevue
185,"Machine Learning Engineer - Big Data, Python, R","Seattle, WA",HERO.Jobs,160000.0,None,None,"Build big data, machine learning applications that live in the cloud. Develop machine learning applications built to scale that process huge amounts of data....",160000.0,160000.0,WA,Seattle
186,Data Scientist - Engineering,"Seattle, WA",Harvey Nash USA,125000.0,17.0,42.6,"We are looking for talented, ambitious engineers with some or all of the following expertise. This is an exciting opportunity to get into an up and coming,",120000.0,130000.0,WA,Seattle
187,Research Scientist,"Redmond, WA","NuWest Group Holdings, LLC",55000.0,None,None,"Performing data management/analysis, and record-keeping. $50-60k yearly DOE*....",50000.0,60000.0,WA,Redmond
188,MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,"Seattle, WA",University of Washington,63012.0,331.0,52.1,"One year of experience as a Medical Laboratory Scientist Trainee. Uses Molecular database (MAD) to enter data, print worksheets, analyze DNA sequences and...",51828.0,74196.0,WA,Seattle
189,Business Intelligence Scientist,"Seattle, WA",All-In Analytics,125000.0,None,None,"Business Intelligence Scientist. SQL, Digital Analytics, eCommerce, Big Data, A/B Testing, data mining, data analysis, reporting, dashboarding, product...",100000.0,150000.0,WA,Seattle
190,"Sr. Data Scientist / Machine Learning (In-vitro dx, Imaging)","Seattle, WA",Cutting Edge Medical Diagnostics,140000.0,None,None,"Data and image analysis using advanced statistics, data mining, machine learning methods. Object-oriented data structures SQL database queries....",140000.0,140000.0,WA,Seattle
191,MEDICAL LABORATORY SCIENTIST LEAD,"Seattle, WA",University of Washington Medical Center,75366.0,331.0,52.1,"Our UWMC Laboratory Support Services has an outstanding opportunity for a full-time Medical Laboratory Scientist (MLS) Lead , Day Shift supporting the Chemistry...",62016.0,88716.0,WA,Seattle
192,MEDICAL LABORATORY SCIENTIST LEAD,"Seattle, WA",University of Washington,75366.0,331.0,52.1,Maintains sufficient skill with personal computers to use e-mail as a communication tool and to use Word for preparing and editing documents and Excel for data...,62016.0,88716.0,WA,Seattle
193,MEDICAL LABORATORY SCIENTIST 1,"Seattle, WA",University of Washington,65568.0,331.0,52.1,"Specifically, the Medical Laboratory Scientist 1 in this role will:. Enter results and data into computer systems and perform appropriate checks to minimize...",53940.0,77196.0,WA,Seattle
194,Senior Research Analyst,"Seattle, WA",BrunswikSt.,150000.0,None,None,Build company and industry-specific models to identify key data points resulting in inflection points. Our Seattle based client has an amazing opportunity for a...,150000.0,150000.0,WA,Seattle
195,Data Scientist-Software Engineer,"Seattle, WA",Dynamic Staffing Inc.,125000.0,None,None,"Exposure to big data systems (Hadoop, HBASE, Hive), analytical tools (like R), and data designing and modeling tools....",125000.0,125000.0,WA,Seattle
196,Computational Biologist,"Portland, OR",Oregon Health & Science University,83000.0,111.0,51.6,Experience with architecture and tools for managing omics data OR imaging data. A big data scientist who follows or establishes best practices to find...,83000.0,83000.0,OR,Portland
197,Research Data Analyst,"Portland, OR",Portland State University,60000.0,86.0,52.1,Experience collecting and manipulating data from multiple sources to create data sets used for regular reporting and queries....,58000.0,62000.0,OR,Portland
198,Prospector,"Portland, OR 97213 (Roseway area)",Cascade Insights,45000.0,None,None,Craft brilliant and intriguing email outreach to get everyone from data scientists to C-Levels to participate in our studies....,45000.0,45000.0,OR,"Portland, OR 97213 (Roseway area"
199,Forensic Scientist - DNA - Portland,"Portland, OR",State of Oregon,64638.0,130.0,51.0,"Forensic Scientist Entry - $3,904-5,557. Your application will be reviewed for qualifications for both the Forensic Scientist Entry and the Forensic Scientist 1...",46848.0,82428.0,OR,Portland
200,GIS Technical Specialist 65000,"Coral Springs, FL","TekPartners, A P2P Staffing Company",67500.0,None,None,Knowledge of spatial data formats. Review and validate all work products to ensure quality data. Work efficiently and methodically to complete workflow tasks...,55000.0,80000.0,FL,Coral Springs
201,Data Scientist,"Los Gatos, CA",Workbridge Associates,127500.0,25.0,41.4,"Become a lead Data Scientist within a winning company. Being the national leader in real estate analytics and predictive modeling, this company is seeking a...",115000.0,140000.0,CA,Los Gatos
202,Institute of Marine Sciences: Project Scientist,"Santa Cruz, CA 95064","University of California, Santa Cruz",54800.0,709.0,52.8,"Assistant to Associate Project Scientist. Must have strong willingness for collaboration with other postdoctoral researchers, students, and NOAA scientists....",54800.0,54800.0,CA,"Santa Cruz, C"
203,Machine Learning / Deep Learning Internship(s),"Campbell, CA",TERADEEP INC.,60000.0,None,None,Large Scale Data Extraction and Preparation. Your work will be hosted on our proprietary FPGA-based servers and made visible to hyperscale data centers across...,40000.0,80000.0,CA,Campbell
204,Earth & Planetary Sciences: Assistant Project Scientist - Pr...,"Santa Cruz, CA 95064","University of California, Santa Cruz",54800.0,709.0,52.8,"Assistant Project Scientist – Project Scientist, determined by experience. The candidate will perform advanced statistical data analysis, interpret and...",54800.0,54800.0,CA,"Santa Cruz, C"
205,Staff Scientist - Neurosurgery,"St. Louis, MO",Washington University in St. Louis,54095.5,220.0,52.1,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected...",47476.0,60715.0,MO,St. Louis
206,Staff Scientist - Cardiothoracic Surgery,"St. Louis, MO",Washington University in St. Louis,52842.0,220.0,52.1,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected...",44969.0,60715.0,MO,St. Louis
207,Staff Scientist - The Genome Institute,"St. Louis, MO",Washington University in St. Louis,52842.0,220.0,52.1,Performs complex statistical analysis of data collected and writes interpretative reports. We are also actively developing methods for the analysis and...,44969.0,60715.0,MO,St. Louis
208,Statistical Data Analyst II - Center for Social Development,"St. Louis, MO",Washington University in St. Louis,50764.5,220.0,52.1,"Experience conducting inferential data analyses and developing appropriate graphical displays of data for manuscripts, reports, and presentations....",47475.0,54054.0,MO,St. Louis
209,Senior Scientist - Psychiatry,"St. Louis, MO",Washington University in St. Louis,56988.5,220.0,52.1,"We are seeking applicants for a Senior Scientist positions to work with highly dimensional data, especially next-generation sequencing data (WES, WGS and RNA...",48496.0,65481.0,MO,St. Louis
210,RESEARCH PROJECT ANALYST LEAD,"St. Louis, MO",University of Missouri- Columbia,53604.0,None,None,Preferred Qualifications Two years of experience working with healthcare data and data warehouse methodology processes....,53604.0,53604.0,MO,St. Louis
211,Statistical Data Analyst/Programmer - Infectious Diseases,"St. Louis, MO",Washington University in St. Louis,51438.0,220.0,52.1,Understanding of health care data and medical terminology preferred. The individual in this position provides data management and programming expertise for the...,45219.0,57657.0,MO,St. Louis
212,Statistical Data Analyst - Biostatistics,"St. Louis, MO",Washington University in St. Louis,51438.0,220.0,52.1,Experience and excellence in using SAS or R with data analysis and/or data management is preferred. Performs statistical analysis on longitudinal data and...,45219.0,57657.0,MO,St. Louis
213,Data Science Lead,"St. Louis, MO",MBCAA,146000.0,None,None,"As part of our diverse, highly dynamic group, you will be driving big data challenges and will lead a team of exceptional data scientists with diverse...",146000.0,146000.0,MO,St. Louis
214,Staff Scientist - Computational Genetics - Cardiology,"St. Louis, MO",Washington University in St. Louis,52842.0,220.0,52.1,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Roles of the staff scientist include:....",44969.0,60715.0,MO,St. Louis
215,STATISTICAL PROGRAMMER,"St. Louis, MO",Analytic Recruiting,115000.0,2.0,51.0,"Louis based healthcare company within a growing enterprise data science function. Machine learning practices for data mining, including supervised learning...",100000.0,130000.0,MO,St. Louis
216,Market Research Analyst,"St. Louis, MO",Creative Circle,90000.0,None,None,Our client needs a strategic Market Research Analyst to join their team full-time. You'll play a key role creating strategic recommendations based upon the,90000.0,90000.0,MO,St. Louis
217,"Research Associate III, CIRCLE","St. Louis, MO",Washington University in St. Louis,48223.5,220.0,52.1,"Oversee data collection and analysis. Excellent project-management and organizational skills, including attention to detail and sensitivity to data quality....",42393.0,54054.0,MO,St. Louis
218,"Associate Director of Development, Siteman Cancer Center; Al...","St. Louis, MO",Washington University in St. Louis,54940.5,220.0,52.1,Data Analytics and Reporting:. This person will also have responsibility for the grateful patient wealth screening list management and data analytics....,49881.0,60000.0,MO,St. Louis
219,Data Scientist,"McLean, VA",Jobspring Partners,145000.0,12.0,40.8,Machine Learning and Data Mining. A growing media-buying platform company in Washington DC is looking for a Senior Data Scientist to join their team....,130000.0,160000.0,VA,McLean
220,Data Scientist Lead,"Cleveland, OH 44147",Emerald Resource Group,110000.0,3.0,52.8,Data Scientist - Lead. Do you consider yourself a Data Scientist? Are you interested in Big Data environments?...,110000.0,110000.0,OH,"Cleveland, O"
221,Research Scientist,"Salt Lake City, UT",University of Utah,69000.0,233.0,52.8,"Organizes, interprets data and derives study conclusions. Develops research projects and is responsible for scientific design, conduct and interpretation,...",47600.0,90400.0,UT,Salt Lake City
222,Scientist 2,"Salt Lake City, UT",University of Utah,56000.0,233.0,52.8,"The Oliver Laboratory in the Department of Oncological Sciences at the University of Utah and Huntsman Cancer Institute, Salt Lake City, UT, is searching for a...",39300.0,72700.0,UT,Salt Lake City
223,Biostatistician I,"Salt Lake City, UT",University of Utah,56000.0,233.0,52.8,"Utilizing knowledge and skills in bioinformatics and biostatistics you will create new data analysis scripts, data management strategies, and data visualization...",39300.0,72700.0,UT,Salt Lake City
224,Post Doctoral Fellow (E),"Salt Lake City, UT",University of Utah,47500.0,233.0,52.8,This is an exciting Postdoctoral position available for a motivated scientist to study mechanisms associated with abnormal angiogenesis in ocular diseases....,40000.0,55000.0,UT,Salt Lake City
225,Post Doctoral Research Assoc,"Salt Lake City, UT",University of Utah,45548.0,233.0,52.8,"Oversee systems integration into a workflow between microscope, data storage and data review. Data and IT management....",40000.0,51096.0,UT,Salt Lake City
226,Nuclear Medicine Technologist,"Salt Lake City, UT",University of Utah,87743.5,233.0,52.8,"Verifies scan quality and performs computer image and data processing including archiving and data transfer to research and clinical archives (e.g., PACS )....",67495.0,107992.0,UT,Salt Lake City
227,"Manager, Laboratory","Salt Lake City, UT",University of Utah,88000.0,233.0,52.8,"Coordinates research projects assuring, may be involved in data collection, and analysis. We are looking for a highly-motivated individual that will assist with...",60700.0,115300.0,UT,Salt Lake City
228,Pediatric Project Manager II,"Salt Lake City, UT",University of Utah,58300.0,233.0,52.8,Identifies and creates queries to improve data capture and assists in developing methods to clarify/clean existing data....,47600.0,69000.0,UT,Salt Lake City
229,Data Scientist - SQL SAS Xeno R,"Wilmington, DE",Liberty Personnel Services,130000.0,7.0,60.0,"Immediate hire for a Data Scientist ! Data Scientist – SAS R Xeno SQL – Plymouth Meeting, PA.  - Professional experience as a data scientist or a related...",130000.0,130000.0,DE,Wilmington
230,Market Research Data Analyst,"Newark, DE",Penn Technical Staffing,62500.0,None,None,"Experience supporting market research and working survey data. A multi-million dollar Newark, DE based global organization that specializes in market research...",60000.0,65000.0,DE,Newark
231,Senior Research Analyst,"Philadelphia, PA","Philadelphia Works, Inc.",56000.0,None,None,"Make data actionable for programs. This team-based position does in-depth reporting from program data, builds databases combining government and program sources...",52000.0,60000.0,PA,Philadelphia
232,"Sr. Director, Statistical Innovation","Philadelphia, PA",Penfield Search Partners,220000.0,None,None,"Use of historical data / informative priors, biomarker modelling, causal inference, missing data, benefit-risk modelling, evidence synthesis). Sr....",220000.0,220000.0,PA,Philadelphia
233,Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,"Philadelphia, PA",Averity,250000.0,None,None,Source and build large data sets to utilize your abilities to conduct statistical and mathematical analysis....,200000.0,300000.0,PA,Philadelphia
234,Quantitative Research Analyst Bala Cynwyd PA,"Bala-Cynwyd, PA",The Big Game Hunter,125000.0,None,None,"Experience in data and time series analysis. 2+ years of professional and/or academic experience in model development, big data analysis and/or quantitative...",100000.0,150000.0,PA,Bala-Cynwyd
235,Statistician / Methodologist-PHARMACEUTICAl,"Philadelphia, PA",Smith Hanley Associates,105000.0,12.0,51.6,Experience analyzing large amounts of data. Applies appropriate methodology to studies using longitudinal data....,80000.0,130000.0,PA,Philadelphia
236,UI/UX Engineer (D3.js),"Philadelphia, PA 19107 (City Center East area)",JUNO Search Partners,100000.0,None,None,"Data visualization (D3.js). Their academic platform helps answer questions around data sharing and analysis, helping scientists and medical professionals make...",100000.0,100000.0,PA,"Philadelphia, PA 19107 (City Center East area"
237,Quant Research Analyst,"Philadelphia, PA",3coast,120000.0,None,None,"Experience in data and time series analysis strongly preferred. 2+ years of professional and/or academic experience in model development, big data analysis and...",90000.0,150000.0,PA,Philadelphia
238,Full Stack Software Engineer,"Philadelphia, PA 19107 (City Center East area)",JUNO Search Partners,100000.0,None,None,"Their academic platform helps answer questions around data sharing and analysis, helping scientists and medical professionals make better decisions within...",100000.0,100000.0,PA,"Philadelphia, PA 19107 (City Center East area"
239,Institutional Research and Data Analyst,"Denver, CO",Colorado Community College System,55000.0,8.0,40.8,"The Institutional Research and Data Analyst's primary responsibility will be to provide development and general support for database queries, the analysis of...",55000.0,55000.0,CO,Denver
240,Fintech Data Scientist,"Rye Brook, NY",ACP Investment Group,49200.0,None,None,"The position requires data mining / manipulation of data sets to extract timely, meaningful and impactful insights....",49200.0,49200.0,NY,Rye Brook
